session_name,question,response
Using the pipeline to build up research output,could be improved for,"- Starting with more of a zoomed out perspective of what a Tar final product looks like, I felt like we learned the ""how"", before the what and why- Remind people to use the orange hats instead of asking lots of questions to the wider group =)- How to handle non-function related pipeline additions (like a small 1-off spelling error in df)"
Using the pipeline to build up research output,could be improved for,:)
Using the pipeline to build up research output,could be improved for,A bit slow and would be nice if you explain how to used targets in your own projects. Maybe show your own tar_visnetwork so we can see the possibilities.
Using the pipeline to build up research output,could be improved for,"A more concise understanding of when which packages/functions should be specified. E.g. tidyverse the inner packages of  tidyverse (dplyr, ggplot2 etc.)"
Using the pipeline to build up research output,could be improved for,Do not have suggestions right now.
Using the pipeline to build up research output,could be improved for,"Flow was a little bit too fast, less easy to listen explanations and follow coding at the same time."
Using the pipeline to build up research output,could be improved for,I think it is ok in general :)
Using the pipeline to build up research output,could be improved for,I think the instructor were too fast during the code along parts of the session.
Using the pipeline to build up research output,could be improved for,I understood everything very well and it was very clear
Using the pipeline to build up research output,could be improved for,I would like more of an illustration on why targets is smart to use. Maybe illustrate that it is easier to change things along the pipeline or something like that? Maybe it comes later in the course :)
Using the pipeline to build up research output,could be improved for,"I would really like to have an example of how to make it more generic with specifying e.g. function(data, colum for group_by, colum for stats) - that is what I am going to use and tried myself."
Using the pipeline to build up research output,could be improved for,I'm maybe still a bit too rookie to understand the meaning of targets in your daily workflow
Using the pipeline to build up research output,could be improved for,"Some fellow students lost track of the goal during the code-alongs. However, this was nicely included in the online material. Maybe just a matter of instructor emphasising this more."
Using the pipeline to build up research output,could be improved for,"Some parts could be done faster, so that we would have more time to cover more examples on targets applications"
Using the pipeline to build up research output,could be improved for,Went a little slow
Using the pipeline to build up research output,could be improved for,"When we started discussing which was better to use, standard deviation or standard error. It doesn't seem like it's relevant for this course."
Using the pipeline to build up research output,could be improved for,"because we worked on use_package before, would be easier to just say in the beginning which package we should add with use_package"
Using the pipeline to build up research output,could be improved for,maybe too basic stats/plots
Using the pipeline to build up research output,could be improved for,more focus on the interplay between the target package and the side scripts.
Using the pipeline to build up research output,could be improved for,nothing I can think of
Using the pipeline to build up research output,could be improved for,"sometimes the code-along was hard to follow, maybe because of styling and scrolling to quickly"
Using the pipeline to build up research output,could be improved for,we spent way too much time on the table - I would expect that from an advanced course people do not need to go through the steps of using summarise. Could have just copy pasted the code and focus on the implementation in targets
Using the pipeline to build up research output,worked well for,"Code and explanation worked well, finally some nice outputs"
Using the pipeline to build up research output,worked well for,Great to see many examples of how targets get oudated/updated
Using the pipeline to build up research output,worked well for,"I learned that a ""pipeline"" should be fully automatic, like a terminator robot 🤖"
Using the pipeline to build up research output,worked well for,I liked the exercises were we tried things out for ourselves.
Using the pipeline to build up research output,worked well for,"I really like the code-along and the explanaitions along. I also like the ""beginning"" of function body in the tasks so that doesn't take up the time. It's nice and makes it easier to get going."
Using the pipeline to build up research output,worked well for,I really liked the interactive aspect of this session :)
Using the pipeline to build up research output,worked well for,I think the theme for the exercises were very nice.
Using the pipeline to build up research output,worked well for,"It was nice with more independent exercises, i feel like I learn more when i have to do it on my own. (I also know there is an exercise on the last day). I liked how the targets start making sense now."
Using the pipeline to build up research output,worked well for,Many repeats of the same functionalities. Great discussion on how to use the different tidyverse functions
Using the pipeline to build up research output,worked well for,Nice to see results/outputs
Using the pipeline to build up research output,worked well for,"Step by step coding and explanations, the time for exercises, the pace"
Using the pipeline to build up research output,worked well for,Super nice material! Clean and simple illustration
Using the pipeline to build up research output,worked well for,The content and code-alongs worked well
Using the pipeline to build up research output,worked well for,The examples were clear
Using the pipeline to build up research output,worked well for,The excercises and code-along was really nice.
Using the pipeline to build up research output,worked well for,"The speed of the code alongs was a bit higher than the previous session, which I liked"
Using the pipeline to build up research output,worked well for,Very nice and relevant subject.
Using the pipeline to build up research output,worked well for,We got to implement multiple things but by working on the same concepts. This was a really good way of learning by repetition
Using the pipeline to build up research output,worked well for,clear goals
Using the pipeline to build up research output,worked well for,going through targets step by step
Using the pipeline to build up research output,worked well for,"great to use the visualisation tool throughout, especially with the extra exercises, it really sunk in (also just good to have extra exercises in general!)"
Using the pipeline to build up research output,worked well for,same as usual : nicely detailed + I like that there is extra material to stay busy :)
What are statistical models?,could be improved for,Could be more focused
What are statistical models?,could be improved for,"Examples with actual numbers could be nice. E.g. difference in mean, SE and estimates"
What are statistical models?,could be improved for,"I am not sure i understand why this session was needed, as it all seemed like basic university level statistics. Maybe i will understand in the next sessions :)"
What are statistical models?,could be improved for,"I have a background teaching a lot of biostatistics, this means I didn't find this session paticularly helpful. I understand why it needs to be done though"
What are statistical models?,could be improved for,I personally prefer the more code-along and exercises the better
What are statistical models?,could be improved for,I think it could be either shorter in time or if the same amount of time is kept then more things on stat could be added :)
What are statistical models?,could be improved for,I think it worked well.
What are statistical models?,could be improved for,I understand the need to simplify the statistical content for the course but perhaps additional details or reading recommendations could be recommended in this section to avoid oversimplification
What are statistical models?,could be improved for,"Maybe give some extra resources on packages for running different types of models? But overall, I think stats is clearly not the focus of this course so I think it's good that not that much time was spent on this, but just enough to know how to apply design thinking to running models."
What are statistical models?,could be improved for,Ok!
What are statistical models?,could be improved for,The first part of the session was too theoretical
What are statistical models?,could be improved for,"There was quite a lot of reading and listening, and not so many exercises"
What are statistical models?,could be improved for,This honestly felt unnecessary. I believe advanced R users should know this and we should not spent so much time on the basics.
What are statistical models?,could be improved for,Would be good with some more details on the error term
What are statistical models?,could be improved for,all exercises but 19.6 is to me not necessary. I would prefer to know more about target and functions
What are statistical models?,could be improved for,discussion activities were a bit difficult
What are statistical models?,could be improved for,maybe spent a bit too much time on this
What are statistical models?,could be improved for,was good
What are statistical models?,worked well for,:)
What are statistical models?,worked well for,A good and reflective introduction to think about statistical models
What are statistical models?,worked well for,Discussion session
What are statistical models?,worked well for,Examples (using lipidomics data eg) useful to follow
What are statistical models?,worked well for,Great to have high level discussions
What are statistical models?,worked well for,"I liked the last discussion exercise, were we got to look a little more on the data"
What are statistical models?,worked well for,It was easy to follow
What are statistical models?,worked well for,It was nice to discuss these topics all the way back to the beginning.
What are statistical models?,worked well for,It worked for people at all levels
What are statistical models?,worked well for,More general explanation about statistics and idea behind everything
What are statistical models?,worked well for,Nice to come to the realization that most models are some kind of variation of linear regression.
What are statistical models?,worked well for,Text material and DAG
What are statistical models?,worked well for,The design phase in the end
What are statistical models?,worked well for,The last part about thinking about the analysis was dynamic and interesting
What are statistical models?,worked well for,"To me, the 19.6 exercise was fine."
What are statistical models?,worked well for,all good
What are statistical models?,worked well for,details about models
What are statistical models?,worked well for,good to have us all on the same page before starting
What are statistical models?,worked well for,reading tasks and going through the material after
What are statistical models?,worked well for,relevant
