session_name,question,response,course_name
Day 2,could be improved for the Creating reproducible documents,I was happy with the session.,NA
Day 2,worked well for the Data management and wrangling,“Messy” vs. “tidy” data is a significant input.,NA
Day 2,could be improved for the Data management and wrangling,"Please go a little bit slow as we need to listen to you, look on the board and type the same in our computer. A 10 second pause would be helpful in between.",NA
Day 2,worked well for the Creating reproducible documents,"It is agood way to create documents. But, we the people who are using MS word or Latex for a long time, we need to see the benefits of using it.",NA
Day 2,could be improved for the Creating reproducible documents,The benefits over other popular document writing software may be discussed.,NA
Day 2,worked well for the Data management and wrangling,"Clear explanation to often-used functions, good examples and appropriate exercises.",NA
Day 2,could be improved for the Data management and wrangling,Some easy code can be read by students themself,NA
Day 2,worked well for the Creating reproducible documents,"Very useful part, this is a very powerful tool! Thanks for introducing this!",NA
Day 2,could be improved for the Creating reproducible documents,"Maybe more exercise, and encourage to finish without hints.",NA
Day 2,worked well for the Data management and wrangling,It was easy to follow exercise instructions. Good with solutions.,NA
Day 2,could be improved for the Data management and wrangling,"I find it hard working on laptop only, it is really bad for vision and physical work position and overview of tasks/windows/programs. Personally i would prefer using bigger screens and keyboards (Computer rooms if that even exists now??).",NA
Day 2,worked well for the Creating reproducible documents,Easy to follow instructions.,NA
Day 2,could be improved for the Creating reproducible documents,More time,NA
Day 2,worked well for the Data management and wrangling,A lot of code along! Color stickies - very good system!,NA
Day 2,could be improved for the Data management and wrangling,"I was a little confused when we filtered columns and renamed them, and then we didn't see the changes because they were not saved as a new factor/dataset. Maybe I missed it but it could be nice to have this indicated somewhere.",NA
Day 2,worked well for the Creating reproducible documents,A lot of code along! Color stickies - very good system!,NA
Day 2,could be improved for the Creating reproducible documents,No complaints ; ),NA
Day 2,worked well for the Data management and wrangling,I found the whole session very interesting and helpful. I specially like learning about the pipe operator since it really makes code more understandable.,NA
Day 2,could be improved for the Data management and wrangling,I would have liked to learn more wrangling functions. Probably common mistakes when using this functions can be also interesting to watch.,NA
Day 2,worked well for the Creating reproducible documents,"Personally, I have never used quarto and I found super useful to learn more about that.  I like that the material is super clear and easy to follow.",NA
Day 2,could be improved for the Creating reproducible documents,I would have like more time  and exercises to practice on my own. However I know a project for us to practice is on its way.,NA
Day 2,worked well for the Data management and wrangling,The worked examples and pacing was excellent. These were the key skills I was hoping to work on in the course and I am very pleased with it.,NA
Day 2,could be improved for the Data management and wrangling,I was very happy with how it was honestly,NA
Day 2,worked well for the Creating reproducible documents,Follow along worked well,NA
Day 2,could be improved for the Creating reproducible documents,"Ran short on timing, would have like a little more time to experiment with altering the writing",NA
Day 2,worked well for the Data management and wrangling,Structured set up.,NA
Day 2,could be improved for the Data management and wrangling,"I found it a bit hard to understand what I was while coding together. If I started to think things through, I couldn´t keep up with the tempo. So I decided to just ""do"" as I was told. I am a complete beginner when it comes to R though.",NA
Day 2,worked well for the Creating reproducible documents,"This session was easier to follow. Maybe due to the ""just do strategy"" above. Or maybe because I am more used to working with documents than coding. Good with a break earlier in the afternoon than yesterday (-> not so tired at the end).",NA
Day 2,could be improved for the Creating reproducible documents,It is possible to explain even more what we are doing while working? I want to understand. :-),NA
Day 2,worked well for the Data management and wrangling,It was good to have a quick overview of useful functions when manipulating dataset,NA
Day 2,could be improved for the Data management and wrangling,It was more difficult when the object is modified or not by these functions,NA
Day 2,worked well for the Creating reproducible documents,It was fun to produce something and easy to play around with markdown.,NA
Day 2,could be improved for the Creating reproducible documents,"It was a bit fast, but a link to the handbook will be useful for later",NA
Day 2,worked well for the Data management and wrangling,The whole session worked very well,NA
Day 2,could be improved for the Data management and wrangling,"This is not specifically for this session, but it might have been good to stress that all commands have a help documentation in R if you want to read up on it more.",NA
Day 2,worked well for the Creating reproducible documents,This session also worked very well.,NA
Day 2,could be improved for the Creating reproducible documents,"Maybe some more discussion on how to use the markdown files for projects. I understand that it can be very powerful, but it does not provide very nice documents. I would have liked to know how to (if it is possible to use it in combination with for example LaTeX.",NA
Day 2,worked well for the Data management and wrangling,Exercises on teaching data set was good (to actually type code yourself),NA
Day 2,could be improved for the Data management and wrangling,"Maybe several levels of actually typing code? In the exercises today very much of the code was already written (just filling in missing parts). That's very good to begin with, but maybe I would have learnt even more from a level 2 exercise where I would have needed to provide more code myself. (I do realize time is a limiting factor.)",NA
Day 2,worked well for the Creating reproducible documents,"Also in this section I appreciate the exercises, actual hands on doing the stuff taught.",NA
Day 2,could be improved for the Creating reproducible documents,Don't know.,NA
Day 2,worked well for the Data management and wrangling,"Well explained tasks, step by step.",NA
Day 2,could be improved for the Data management and wrangling,Difficult to say.,NA
Day 2,worked well for the Creating reproducible documents,"Showing various possibilities of R markdown, including writing full text (which can help in writing manuscripts).",NA
