session_name,question,response
Day 1,worked well for the Version control and collaborative practices,The exercises and the tutorial was easy to follow
Day 1,worked well for the Version control and collaborative practices,The explanation with the read part.
Day 1,worked well for the Version control and collaborative practices,The pace was good and it was easy to follow
Day 1,worked well for the Version control and collaborative practices,The portion about setting up Git with R was really straightforward.
Day 1,worked well for the Version control and collaborative practices,The postit system was excellent for keeping track and I appreciated being able to read through quickly
Day 1,worked well for the Version control and collaborative practices,The speed was good as well. It is great to finally learn how to set up github on R
Day 1,worked well for the Version control and collaborative practices,The version control session was fine with the lessons.
Day 1,worked well for the Version control and collaborative practices,There were quite few breaks which made it hard to concentrate towards the end. There was also a lot of reading which was gard to focus on towards the end of the day.
Day 1,worked well for the Version control and collaborative practices,Walkthrough was very detailed
Day 1,worked well for the Version control and collaborative practices,Well explained topic and a lot of help from the people managing the course.
Day 1,worked well for the Version control and collaborative practices,"Well, it was easy to follow the text and everything worked."
Day 1,worked well for the Version control and collaborative practices,all
Day 1,worked well for the Version control and collaborative practices,all of it
Day 1,worked well for the Version control and collaborative practices,detailed turotial and good intro of version control
Day 1,worked well for the Version control and collaborative practices,good help
Day 1,worked well for the Version control and collaborative practices,it was really clear just the schedule was a bit tight
Day 1,worked well for the Version control and collaborative practices,learned new things about Git
Day 1,worked well for the Version control and collaborative practices,reading and code along
