session_name,question,response,course_name
Day 3,worked well for the Quickly re-arranging data with pivots,Fun session,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,Even more tricks for R markdown - but that is maybe outside the course scope,NA
Day 3,worked well for the Quickly re-arranging data with pivots,Good session and exercises.,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,I bit more optional exercises.,NA
Day 3,worked well for the Quickly re-arranging data with pivots,"All of it, essentially",NA
Day 3,could be improved for the Quickly re-arranging data with pivots,"Would be nice if you could find out and explain why ""-29"" shows up in the day-column - or at least inform participants that it could happen so they don't get confused.Explain why ungroup() isn't necessary when using group_by() in the functions here.",NA
Day 3,worked well for the Quickly re-arranging data with pivots,Nice with the example illustrations and explanations!,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,"Perhaps a bit more elaboration on the ""workflow"" of pivoting when summarizing and creating tables.",NA
Day 3,worked well for the Quickly re-arranging data with pivots,"Good online instructions, teachers help and explanations",NA
Day 3,could be improved for the Quickly re-arranging data with pivots,It was good,NA
Day 3,worked well for the Quickly re-arranging data with pivots,The exercise was find.Good to see that you can use both pivot-longer and wider in one code.,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,There could perhaps have been more examples,NA
Day 3,worked well for the Quickly re-arranging data with pivots,"Fine, I'm used to doing it with reshape, but this is easier",NA
Day 3,could be improved for the Quickly re-arranging data with pivots,Ot was fine,NA
Day 3,worked well for the Quickly re-arranging data with pivots,Learning data structure-stuff and the speed.,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,"Not much, I liked the pace.",NA
Day 3,worked well for the Quickly re-arranging data with pivots,Repeating what we learned is great,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,more exercises,NA
Day 3,worked well for the Quickly re-arranging data with pivots,Everything!! it was a really great and applicable session,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,nothing really - day 3 was very good!! Thanks so much :),NA
Day 3,worked well for the Quickly re-arranging data with pivots,Everything was fine,NA
Day 3,worked well for the Quickly re-arranging data with pivots,Code alongs are just amazing,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,It works perfect,NA
Day 3,worked well for the Quickly re-arranging data with pivots,Very useful,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,"If possible standig up and looking at audience is very powerful when presenting (I know you also have to type, but maybe mixing it a bit?)",NA
Day 3,worked well for the Quickly re-arranging data with pivots,Easy to follow,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,Nothing,NA
