questions,responses
"In your opinion, what worked well?","Great to set up everything before starting, so we don't waste time in the course."
"In your opinion, what worked well?","Having pre-course material works well, as a ""forventningsafstemning"" - expectations-setting"
"In your opinion, what worked well?",How explicitly everything was explained. Nice that you could copy the code directly into rstudio
"In your opinion, what worked well?",I felt taken by the hand and the steps were easy to follow. It worked well that you explained things so detailed and it was good advice to start preparing in good time.
"In your opinion, what worked well?",I found it really informative. Good job.
"In your opinion, what worked well?",I had some troubles getting the code to work on my work laptop due to company restrictions. I am going to use my private computer now (it's much faster anyways).
"In your opinion, what worked well?","I liked the tone of the material, very pedagogical and I feel very guided and like someone is walking me through"
"In your opinion, what worked well?","I think it worked well, I was a bit confused regarding GIT and Homebrew, but I asked a fellow peer who helped me"
"In your opinion, what worked well?",I think the guide is the best guide I have seen in a very long time. Very thorough and easy to understand
"In your opinion, what worked well?","In my opinion, the pre-course provided a solid foundation of background knowledge"
"In your opinion, what worked well?","It is nice to have this pre-course introduction which makes it easier to understand the syllabus, but the Github section is still a hard to understand as a beginner."
"In your opinion, what worked well?",It is very nice that so much of the installing packages can be done by copy-pasting text
"In your opinion, what worked well?",It was very easily understandable and I liked the videos
"In your opinion, what worked well?","It worked well to install R and read about some of the features. I read it a couple of times, since it took a while before my computer could install the programs (since it's under some restrictions from the Region Midt)."
"In your opinion, what worked well?","Nice workfrow, easy to understand"
"In your opinion, what worked well?","Screenshot of R studio, and the copy-button next to the mentioned command"
"In your opinion, what worked well?",The 3.1. with an overview of the tasks that needed to be completed. For most of the subjects there was a great guidance and videos to support it.
"In your opinion, what worked well?",The detailed info on pre-course page is great!
"In your opinion, what worked well?",The guide works really well and the more detailed description of how R reads function like pak::pkg_install is great.
"In your opinion, what worked well?","The preliminary introduction and explanation of Git are more important to me, and the detailed introduction to R and RStudio is also very helpful. I am grateful to DDEA and all the instructors for their efforts in this course, as it is extremely valuable for those who are new to R."
"In your opinion, what worked well?","The setup, with the different topics. It was easy to navigate. It was also easy to understand what I was expected to do, and that it was clearly written ""read this now"", ""do this now""."
"In your opinion, what worked well?","The short, numbered sections made it very easy to approach, and easy to leave and come back to without wasting too much time"
"In your opinion, what worked well?",The small videos from R.
"In your opinion, what worked well?",The steps are very clear and great tutorial.
"In your opinion, what worked well?",Yes
"In your opinion, what worked well?",the precourse material was a good introduction to the course.
"In your opinion, what could be improved?","A very simple GitHub repository  to try out, just to see how it looks like. Perhaps it was  strategically left out"
"In your opinion, what could be improved?","As a participant with no prior experience with ""homebrew"" or using the ""terminal"" on mac, I found it quit challenging and a bit time-consuming to figure out how to install the git software. Maybe a short guidance on what homebrew is and can do and/or guidance on how the ""terminal"" works would be beneficial for beginners as me."
"In your opinion, what could be improved?",Everything has been great so far! I don’t have any suggestions for improvement at the moment. Happy to share feedback if anything comes to mind during the course.
"In your opinion, what could be improved?","Honestly can't think of anything. It was relatively short, relevant and relatable"
"In your opinion, what could be improved?",I believe the pre-course preparation materials are very detailed. My suggestion is to provide corresponding tasks to help with understanding and memory.
"In your opinion, what could be improved?",I could have used even more examples of using R codes before the course.
"In your opinion, what could be improved?","I encountered some trouble configuring Git. The function returned:  I orig[nm] <- git_cfg_get(nm, ""global"") %||% list(NULL) :   number of items to replace is not a multiple of replacement length. With a little help from ChatGPT, I tried to manually configure in Terminal which I think worked out..?Future material could try to amend this and also let the student know, that they might have to work outside a work-VPN. My workplace's VPN seemed to have a firewall that made RStudio unable to find the CRAN-repository. As soon as I got on my private wifi, it worked fine."
"In your opinion, what could be improved?","I find it very difficult to answer this question before taking the course, as I currently don’t know what else I might need to prepare for."
"In your opinion, what could be improved?","I still really didn't understand what I did when installing packages in Rstudio, and it didn't always look as it did in the videos, so for me as a beginner, I could have used even more explanation. I would have benefitted from being told that if I have an university-computer, I might not need to download the programs as you suggested, but just install them through my software center. I find the code of conduct a bit aggressive (or very American). I don't know if there have been experiences at the course that makes this necessary, but to me it was a bit much, especially when some things were repeated. Maybe because I see the ""expected behaviour"" as normal appropriate behavior :)"
"In your opinion, what could be improved?","I was a bit confused about the terminal vs console in the guide explanation under ""3.4 Installing the latest programs"" when r, r-studio and git has to be installed. Also because you have two terminals.(I work on mac) but you have a terminal on your pc and one in r-studio (Which is the same) but then there is also the console. I do not know if others are confused"
"In your opinion, what could be improved?",I would like to see estimated time to spend on precourse materials.
"In your opinion, what could be improved?","It took some time for me to figure out how to install homebrew. Is was not aware it was on my computer terminal the code should be typed. I can se now you have stated this, so I dont now how you can improve this"
"In your opinion, what could be improved?","Maybe a bit more information regarding the homebrew and git? I was confused, I found the Git in the terminal of the mac with help from a peer. :-D"
"In your opinion, what could be improved?",Maybe a separate document/page for the pre-course work.
"In your opinion, what could be improved?","Maybe mention that the red colour is nothing to worry about not only in the Q and A section but also in the pre-course material, as I was a bit worried during the install that something had gone wrong."
"In your opinion, what could be improved?","Move the notes in section 3.4 to right after the introduction. Section 3.7: give the option of watching the video or cope/paste the code right after each other, to let the reader know that there is two options. Most will probably see the video and thereafter register that there was a second option. For someone with a little bit of R experience, the video feels a bit redundant. Also move the warning field up, so the reader is made aware of this before entering the code."
"In your opinion, what could be improved?",N/A
"In your opinion, what could be improved?",Not much.
"In your opinion, what could be improved?",Not sure - it is nicely done already !
"In your opinion, what could be improved?",Nothing
"In your opinion, what could be improved?",Nothing
"In your opinion, what could be improved?",Nothing
"In your opinion, what could be improved?",Nothing
"In your opinion, what could be improved?",Please provide a guide on how to update R and R-studio. (or a link to a guide)
"In your opinion, what could be improved?","Put warnings ahead of the task, got to warnings after I'd had the issue."
"In your opinion, what could be improved?",The introduction is really helpful and gives a nice picture of what to expect from the course.
"In your opinion, what could be improved?","The layout. When you open the link from the mail, you start on section 3. Would be nice to just start from section 1."
"In your opinion, what could be improved?","This is probably an individual issue. Some work computers need administrative access to install R3. So you have to run Rstudio as administrator, however newer versions of Rstudio might not open when run as administrator. I found a workaround by creating a shortcut to the .exe file and then adding ""--no-sandbox"" in the properties section. This allows Rstudio to open and run as administrator and subsequently install R3."
"In your opinion, what could be improved?","maybe a FAQ... ""These common mistakes can be solved if you try this and that"""
"In your opinion, what could be improved?",nothing
Please describe the problems you've had.,"3.7 Installing R packages. Even after restarting R, I kept encounting errors when running the code: r3::setup_git_config()I got the message ""der er ingen pakke med navnet 'r3'."
Please describe the problems you've had.,Company policy restrictions
Please describe the problems you've had.,Error in loadNamespace(x) : there is no package called ‘r3’
Please describe the problems you've had.,"Getting the correct version of the programmes, needed help from a colleage to solve it"
Please describe the problems you've had.,"I couldn't install the program, but that was because I wasn't allowed. The problem was easily solved with IT-support from SDU, since the programs were available in the software-center. There was also an error in the process of installing GIT, that I never really got solved, and suddenly I could move on."
Please describe the problems you've had.,It was checking whether Git was installed or not
Please describe the problems you've had.,Problems with installing the programs because of restrictions on my computer (administered by Region Midt).
Please describe the problems you've had.,See previous answer (the one about what could be improved)
Please describe the problems you've had.,"This command did not work for me: pak::pkg_install(""rostools/r3"", upgrade = TRUE)The first time I ran it, it downloaded a lot and then stopped at igraph. This meant that I could not download the: r3::install_packages_introduction() because r3 was not installed.SolutionI tried: install.packages(""igraph"", type = ""binary""), which worked, but this did not: install.packages(""igraph"", type = ""source"")I got a warning saying: Warning in install.packages : package ‘r3’ is not available for this version of RI updated the R version to: R version 4.4.1 (2024-06-14)Next time i wrote: pak::pkg_install(""rostools/r3"", upgrade = TRUE)I noticed that in the output the igraph was just a version update and that was stopping the r3 packages from being downloaded.I just changed ""upgrade = TRUE"" to ""upgrade = FALSE"" and proceeded.Output can be seen below✔ Loading metadata database ... done                                                                                                 → Will install 2 packages.→ Will update 1 package.→ Will download 2 packages with unknown size.+ igraph  2.1.2 → 2.1.3 👷🏻🔧+ r3              0.3.0 👷🏽‍♀️🔧 ⬇ (GitHub: c554431)+ r3admin         0.0.1 👷🏿‍♂️🔧 ⬇ (GitHub: 545c112)? Do you want to continue (Y/n) n"
Please describe the problems you've had.,"This is probably an individual issue. Some work computers need administrative access to install R3. So you have to run Rstudio as administrator, however newer versions of Rstudio might not open when run as administrator. I found a workaround by creating a shortcut to the .exe file and then adding ""--no-sandbox"" in the properties section. This allows Rstudio to open and run as administrator and subsequently install R3."
Please describe the problems you've had.,error: cannot run gpg: No such file or directoryerror: gpg failed to sign the datafatal: failed to write commit objectFixed by configuring Git to use the correct GPG program
What do you expect to learn and what would you like to be able to do with what you've learned?,"Basic understanding of R language, data management and workflow, versioning"
What do you expect to learn and what would you like to be able to do with what you've learned?,Git/Github and reproducible code.
What do you expect to learn and what would you like to be able to do with what you've learned?,"I aspire to gain a deeper understanding of the powerful capabilities of R and the fundamental principles of coding, aiming to apply them flexibly in future omics data processing tasks to support my research endeavors effectively."
What do you expect to learn and what would you like to be able to do with what you've learned?,I expect that the course will provide me with proper guidance and instruction on using R. I would like to learn how to report reproducible research and effectively visualize data.
What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to become more familiar with R studio, Git and tidyverse to improve my future data analysis, which hopefully helps me become more confident with analysing data"
What do you expect to learn and what would you like to be able to do with what you've learned?,I expect to get an introduction to R and reproducibility in my work. I'll use it in my PhD.
What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to get more familiar with R than I am now. I would like to be able to collaborate with a data manager, and understand the work he/she is doing to an extent that I can have an impact on the analyses of my data. At some point, I would like to learn to do analyses myself, but I do not know if I can expect to learn that in these three days."
What do you expect to learn and what would you like to be able to do with what you've learned?,I expect to know how to get started with new data sets in R and which packages might be useful for data organization.
What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to learn how to get started with R and to become familiar with the program itself. I understand that this course does not focus on statistics, but I aim to gain knowledge about how to use R as a tool for data analysis, which I can apply in my PhD project."
What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to learn the basics of R, and hopefully get able to extend my knowlegde afterwards. I want to be able to perform analyses, especially at the server at statistics denmark."
What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to learn the basics of R, making it easier for me to develop my skills on my own afterwards, so that I will be able to use R for my upcoming data analysis. I also expect to become more familiar with github, learn more about how and when to use it, so that I will be more comfortable using it in the future. Figure 6.2 hit me hard..."
What do you expect to learn and what would you like to be able to do with what you've learned?,I expect to learn the basics of how to use R for statistical data analysis. I hope that I will be able to perform some basic statistical data analysis after the course. Furthermore I hope the course will enable me to know how and where I can find further guidance on how to perform more advanced data analysis in R.
What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to learn the basics, the terminology, achieve the fundamental understanding of coding and using R in research. I hope this will enable me to develop my skills further after the course. My two studies are not very complicated statistically, so I hope I will be able to code the data myself, although I have access to help from colleagues and supervisors."
What do you expect to learn and what would you like to be able to do with what you've learned?,"I hope I will get a better structure for my scripts in Python so that I can make my research more reproducible. I have never had formal training in that and they are always a mess. Furthermore, I would like to be able to better/faster understand/read other peoples r-scripts and TA at public health"
What do you expect to learn and what would you like to be able to do with what you've learned?,I hope to get the basics of R analysis thus learn a new concept of data analysis
What do you expect to learn and what would you like to be able to do with what you've learned?,"I hope to learn different ways of visualizing and extracting data. To answer the biological question that I have. In the future I hope to be able to implement existing packages for advanced data analysis, create code independently and become proficient in troubleshooting."
What do you expect to learn and what would you like to be able to do with what you've learned?,I hope to learn how to use R in a constrictive and meaningful way. Also to adhere to the principles about open and fair science.
What do you expect to learn and what would you like to be able to do with what you've learned?,I want to learn all the basics and be able to use simple features of R but in a fast way after this course (now I need to think a lot before coding)
What do you expect to learn and what would you like to be able to do with what you've learned?,I wish to learn about Github and how to take advantage of the tools which are avaibalew in Github. The major reason why I attend this course it to get introduced to data analysis and data management.
What do you expect to learn and what would you like to be able to do with what you've learned?,I would like to enter the area of programming and analysis my own data by time
What do you expect to learn and what would you like to be able to do with what you've learned?,I would like to learn the basic language of R and use this course as a stepping stone to get familiar with the platform to use it for my data analysis
What do you expect to learn and what would you like to be able to do with what you've learned?,I’m hoping to build a solid foundation in R that I can start using right away in my research. I’d like to learn the basics—how it works and how to get started—since my current knowledge is almost zero. My main goal is to feel confident enough to start using R for analyzing the proteomics data I work with.
What do you expect to learn and what would you like to be able to do with what you've learned?,Problem solving with less need for chatGPT assistance
What do you expect to learn and what would you like to be able to do with what you've learned?,See aboce. I would like to use R to help me understand output from a clinical database.
What do you expect to learn and what would you like to be able to do with what you've learned?,The above. Do analysis on my PhD project in R
What do you expect to learn and what would you like to be able to do with what you've learned?,To analyise proteomic data and to statistics test on that data.
What do you expect to learn and what would you like to be able to do with what you've learned?,To learn how to open datasets in R. To learn the interface and options. To learn about websides for packages and help from th ecommunity. Data visualisation.
What do you expect to learn and what would you like to be able to do with what you've learned?,To manage and analyse data in a reproducible way and to present same data meaningfully.
What do you expect to learn and what would you like to be able to do with what you've learned?,Working systematically in R to make cooperation easier and secure reproducitbility. Proper version control.
What do you expect to learn and what would you like to be able to do with what you've learned?,learn fundamental tools and skills for conducting a reproducible and modern analysis for a research project. I would like to get a great start when I begin my data analysis in the spring.
