session_name,question,response,course_name
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",I think we are losing a lot of time by people not being prepared for the course,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",it was nice,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",nil,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Introduction to exercises,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s","There could be more explanation on the different steps in the workflow and what each function does (in short, simple terms).",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",The code-along is nice,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Same as for the Basic setup session,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",The function vroom worked well for importing data.,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",exercise time should be increased.,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",functions,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Time for hands on exercise,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",almost everything. The speed of the lectures and task were perfect.,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",nothing,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",really nice session. good with the reading and exercises.,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",a little bit heavy task for the afternoon. A little late wrap-up time.,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","I like the exercises, where you have yo use what you just learned.",NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",I don't know,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Again doing exercises. And that you are told how the function() work in a way that you understand what you are doing,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",More exercises with larger and more difficult functions.,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",I will let you know late :),NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",If we had looked at the data before today,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",this is going to be great. I liked the description site,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",maybe smaller groups so we do not have to wait that long?,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",clear explanations and enough time to figure things out by ourselves and fix the erros,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",no comments,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",nice explanations on how exactly are we saving time when we create functions and good number of exercises,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",no comments,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Very nice explanation and nice to first do it together and then try on our own,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",Mostly relevant if you have very large datafiles,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Very nice explanation and nice to first do it together and then try on our own,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","We work a bit slow, maybe put more exercises on so that we have more to do when doing exercises",NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Really good the solution was onilne and easy to find,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Good exercises,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",less breaks,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",I think it was good framesetting for why we're doing this course.,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s","I think it could be made a bit clearer in the beginning why we had to do the workflow in ""importing data fast"". It became clear eventually, but at first I felt a bit confused as to why we were putting so much emphasis on it.",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",I think it worked well that we reflected over what we could use functions for and which kinds of functions we'd like to create - this created a lot of excitement about the session.,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","I think it could also be a bit clearer why we went through the ""functions.R"" file and ""DESCRIPTION"" file, it made somewhat sense when I read through the website, but not really sense as I was doing it.",NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Code along - stickers,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s","Overview ""what have we done now.."" more visual",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Great help,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Overview again in visualform,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Easy to follow,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",Maybe visualise eg with view after a data import so we get more of a sense of what we were importing,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",The balance of showing and coding,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Instructor's speaking pace was a little fast,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Very good to get the basics in place and get a good idea of how best to use and structure R before starting anyting else,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s","There was quite a bit of wait time for those who had everything working right away, but still had to wait for those with issues.",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Really good to get to know functions better and become aware of how they can be used in our everyday coding,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","Cut rather short because of the first session running long, which was a shame since this part was a little bit harder.",NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",stickers,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",I had problems because I didn't do some of the pre-course tasks. I think I may have followed some of the tasks from the beginner course on accident as I was reading.,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Stickers,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",I think It was pretty great as is :D,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",All,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",All,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Good explanation on everything and when help was required you got it,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",Networking session just talking to each other was a bit too long and could maybe be divided into to parts instead,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Comprehensive teaching of it. Not moving too fast.,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Maybe make examples of a bit more advanced functions than just num1+num2,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",really nice introduction. good pace.,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",Make sure that the pre course tasks cannot be completed without installing github (I somehow missed downloading the program),NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",I think it all worked well,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","Its a long day, maybe fewer breaks in the end, to get off earlier.",NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",They gave a good introduction to the different import functions,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",I got a little lost in the spec/vroom part - the work flow was confusing until I think the last exercise. Could maybe be explained a little more in the beginning,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Great session, taught me a lot",NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",A very nice session and learned a lot. Luk is very dedadctic and fun to listen too. I have learned a lot!,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s","Maybe for those who have finished the tasks and are waiting for the ""orange stickies"" to not be there anymore, having some additional voluntary exercises would be a good idea. Otherwise, for those who have no problems have to wait a bit.",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Also here, a very nice session. The examples were easy to follow and making functions does not seem so intimidating anymore.",NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","Maybe for those who have finished the tasks and are waiting for the ""orange stickies"" to not be there anymore, having some additional voluntary exercises would be a good idea. Otherwise, for those who have no problems with the exercise, have to wait a bit.",NA
