session_name,question,response,course_name
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Explanations for the different subparts of the functions were particularly useful. All of it was great though.,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",nothing I can think of.,NA
Day 2,worked well for the Processing and joining datasets for cleaning,The step-by-step approach of teaching what the functions consist of was great in particular.,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,Nothing I can think of.,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Code along - when the code worked,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Day too long to focus even though you try to break it up:),NA
Day 2,worked well for the Processing and joining datasets for cleaning,Great help and problem finding + tips and tricks,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,Here i missed the beginners course,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",makes sense,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Drop the social activity to shorten the day,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,Speed up the teaching. It is a bit slow.,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Was good to understand the logic behind the functions and have an idea on how to use  them in our analyses,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Could be a bit longer with a few more examples but not necessary,NA
Day 2,worked well for the Processing and joining datasets for cleaning,"Now it's easier to play around with the dataset, add/delete columns etc.",NA
Day 2,could be improved for the Processing and joining datasets for cleaning,It has not finished yet,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",All the hands and code along worked very well,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","Nothing, all very good",NA
Day 2,worked well for the Processing and joining datasets for cleaning,"Again, all the hands on exercises and the code along.",NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"Nothing, all very good",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Everything worked fine,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Nothing really,NA
Day 2,worked well for the Processing and joining datasets for cleaning,Everything,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,Nothing really,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",exercises :-D,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",I don't know,NA
Day 2,worked well for the Processing and joining datasets for cleaning,Exercises,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"Explain more about the different files we uses (.R, .qmd and Description) and why we use them",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Good structure of the lesson.,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Fast pace sometimes to fast.,NA
Day 2,worked well for the Processing and joining datasets for cleaning,Good structure of the lesson.,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,Some problems with the data set had me falling behind during the lesson.,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",very well structure,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",to long breaks,NA
Day 2,worked well for the Processing and joining datasets for cleaning,Really good,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,fine,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",clear presentation. goog helpers.,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",maybe we could moove a lttle bit faster. too much time with the un-zip part. skip the social-activities,NA
Day 2,worked well for the Processing and joining datasets for cleaning,vlear presentation.,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"Heavy part, in the end of the day.",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Small exercises to make functions,NA
Day 2,worked well for the Processing and joining datasets for cleaning,Small exercises to make functions,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",I think like yesterday it worked well that it was explained what we could use functionals for.,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","I thought it was a bit difficult to understand as we went along why we were doing what we were doing. It more just felt like a code-along without actual understanding in between steps, and I don't know if it was because we were rushed for time or not. I know it's a difficult topic though, and I suspect that it will make more sense when you're sitting with your own data.",NA
Day 2,worked well for the Processing and joining datasets for cleaning,"I think this session made more sense, also as the steps we were taking as we went along.",NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"I think it might be good with a few more examples of why you'd need to do processing and joining datasets for cleaning. I know that for my case it made a lot of sense, but for my sidebuddy, it wasn't quite clear.",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals","Code along and letting us ""do mistakes"" to have a real perspective of what happens even to experienced users and that we can find easy solutions - mister google or chat gpt for example",NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","It felt like the exercises part was moving a bit too fast even tho some people were stuck into some issues with the code - since we are time constricted, maybe a  heads up of ""we will move on in 3 minutes, cope from the solutions"" would be nice, so we are ready to start when the instructors want to move on",NA
Day 2,worked well for the Processing and joining datasets for cleaning,clear explanations and coding along,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,no comments,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals","It was nice, it's great when you need help there is always an instructor ready to help",NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",nil,NA
Day 2,worked well for the Processing and joining datasets for cleaning,"It was nice, it's great when you need help there is always an instructor ready to help",NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"it was a loooong day at the end. At some point we had to write some functions again we already wrote earlier, and were told to delete them - that seemed weird.",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Code-along and presentation,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Maybe more time for questions or makeing sure that everyone follows,NA
Day 2,worked well for the Processing and joining datasets for cleaning,"In general, the code-along is good, exercises as well",NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"Same as for ""Save time,...""",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",The speed we're going works well for me. Not too slow or too fast. I like the balance between writing along and exercises. But that goes for the entire couse.,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",I'm honestly still confused about the hiccup with the files that we were supposed to delete,NA
Day 2,worked well for the Processing and joining datasets for cleaning,same as above,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"no complaints :D I tried to think of something, I really did",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Great to learn about working around using for loops,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Not much,NA
Day 2,worked well for the Processing and joining datasets for cleaning,Very well taught,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"It was a little fast at the end, especially since it was at the end of the day and our brains might have been a little bit fried",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Nice and comprehensive explanation of the functions and functionals,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","For most of the times this worked well, but at some cases the teacher forgot to ask whether everybody had the same or any problems. Then it is easy to get behind",NA
Day 2,worked well for the Processing and joining datasets for cleaning,Also nice and comprehensive explanation,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"Maybe slow down a little bit at some points when you write. It was a bit fast sometimes, at least for me. But this is minor things and I was quickly back on track, although I may have missed some of the information.",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals","We learned incredible much in this session. Complicated procedures were explained in a very simple and didactic way, which made it easier to follow along.",NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",This session felt like it took a very long time.,NA
Day 2,worked well for the Processing and joining datasets for cleaning,A very interesting session. I learned so much and my brain is completely fried (in a good way) :),NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"I felt that this session was rushed a little, but I believe we will continue it tomorrow. The session is very interesting, but having it very late throughout the day made it a little more difficult to follow along. Luckily, through the well written syllabus, I will read up on it later tonight at a little slower tempo.",NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",.maybe some recap. Take home messages. background for the structure of the functional,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,maybe some recap. take home mesaages.,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",The code alongs are great as always,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",The whole confusion about deleting the mmash folder was very time consuming,NA
Day 2,worked well for the Processing and joining datasets for cleaning,I missed this part,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,I missed this part,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",nice flow in the sessions,NA
Day 2,worked well for the Processing and joining datasets for cleaning,we just read the first part,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,only did the reading,NA
