session_name,question,response
Day 1,worked well for the Management of R projects,The practical code-along and step-by-step of common mistakes and pitfalls
Day 1,worked well for the Management of R projects,The session was comprehensible because of the code-along and practical exercises
Day 1,worked well for the Management of R projects,This part for me worked well.
Day 1,worked well for the Management of R projects,all
Day 1,worked well for the Management of R projects,"code-along, the blue and orange post-its, the tempo (I could follow)"
Day 1,worked well for the Management of R projects,hands on workshop is very designed
Day 1,worked well for the Management of R projects,nice mix between exercises and lecture
Day 1,worked well for the Management of R projects,step by step guide
Day 1,worked well for the Management of R projects,the syllabus material
Day 1,worked well for the Version control and collaborative practices,"Again, the hands-on exercises helped to build an understanding on how to communicate in Git and GitHub"
Day 1,worked well for the Version control and collaborative practices,Availability to help.
Day 1,worked well for the Version control and collaborative practices,Clear description
Day 1,worked well for the Version control and collaborative practices,"Didnt know you could do this, so really helpful and I would never had figured it out on my own."
Day 1,worked well for the Version control and collaborative practices,Explanation of git was very good.
Day 1,worked well for the Version control and collaborative practices,Git was a completely new concept for me but it was still possible to follow along.
Day 1,worked well for the Version control and collaborative practices,Good introduction to what git is and why you should use it
Day 1,worked well for the Version control and collaborative practices,Good pace so that you do not get lost
Day 1,worked well for the Version control and collaborative practices,Having to read some of the first parts as part of the pre-course and the explanation of what it is and why we should do it. The slow approach to how to commit files was generally easy to follow
Day 1,worked well for the Version control and collaborative practices,I found the intro to git really comprehensive and I liked to see the examples on version control provided
Day 1,worked well for the Version control and collaborative practices,"It actually was not my main interest to join this course (maybe will be on later stage), but I clearly can see the advantages"
Day 1,worked well for the Version control and collaborative practices,It was easy to understand what is means
Day 1,worked well for the Version control and collaborative practices,It was really easy to understand and go through. Anders made everything clear.
Day 1,worked well for the Version control and collaborative practices,It was so practical
Day 1,worked well for the Version control and collaborative practices,Learning about Git and Git hub
Day 1,worked well for the Version control and collaborative practices,"Rather difficult stuff, but again the code-along approach really helps."
Day 1,worked well for the Version control and collaborative practices,"Really helpful for using Git/Github, creating repo's, cloning, push and pull."
Day 1,worked well for the Version control and collaborative practices,Same as above.
Day 1,worked well for the Version control and collaborative practices,Same as above. It worked well with the fast help from instructors. If you get behind it is difficult to catch up.
Day 1,worked well for the Version control and collaborative practices,"Short exercises and discussions, hands-on training, quick support"
Day 1,worked well for the Version control and collaborative practices,Similar as above
Day 1,worked well for the Version control and collaborative practices,The  instructions were easy to follow and clear.
Day 1,worked well for the Version control and collaborative practices,The syllabus material
Day 1,worked well for the Version control and collaborative practices,The theoretical explanation about Git and why worth to learn it worked super well.
Day 1,worked well for the Version control and collaborative practices,all
Day 1,worked well for the Version control and collaborative practices,everything worked well and now I can have github for personal use
Day 1,worked well for the Version control and collaborative practices,nice mix between exercises and lecture
Day 1,worked well for the Version control and collaborative practices,nothing specific
Day 1,worked well for the Version control and collaborative practices,step by step guide
