session_name,question,response
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",maybe mentioning other functions that can help you save time - e.g. apply function
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",more examples for possible functions?
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",more examples on how to apply it in own research
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",nothing
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","the code-along part could be difficult to follow sometimes, as she run the code before we could type it in"
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",the same
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","Basically everything, following along with the code and then trying it out yourself afterwards. The increasing in difficulty is appropriate. Good pace. Not to slow or too fast."
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Everything
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Following the code-along was easy.
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",It was clear and easy to follow
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","It was really clear and nice, vroom was new for me, it worked very well. I also learnt a different way of importing data, I would call it ""precise uploading"""
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",It worked well. Easy to get help. Scripts are working.
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Particularly fond of the exercises and code-alongs. Repetition was nice for my learning curve too.
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",The course material is great and the environment is nice
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","The figure with the overview, the table discusions, the different examples fx. how to load the different file types you come across"
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",The progressive nature of the building up of different aspects of code
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",basically everything
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","everything, nice with the blue/orange stickies"
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",mix between exercises and lectures
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","nice tempo, not too difficult. It was nice to go through the workflow"
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",quick help with sticky notes
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",the exercises were great as you had time to go through it in your own time
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",the explanation steps were easy to follow
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",the exxercises
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Again very clear instructions made it easy to follow
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Everything
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Exercises
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",It was very well explained! Both in the course material and by Malene. Again code-along and exercises were great.
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",It worked well
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Nice with the very basic functions at the beginning, so you are not lost"
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","The same as for ""Basic setup and workflow"" and ""Importing data, fast"""
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",This was a nice walk-through. It was good to learn how to add packages/functions to the description file.
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Very clear and persuasive justification for why we should care, and why we should take the time to implement these approaches"
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",everything :)
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",explanations were easy to follow and made sense
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",good explanations
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",making a function for data import was really good.  package decencies was also really good way to control they way packages work
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",nice introduction to functions
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","the code-along, understanding how easy and useful it is"
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",the examples and the explanations
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",the explanations of what each thing is
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",the same
