session_name,question,response,course_name
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",mix between exercises and lectures,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",the examples and the explanations,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","the code-along part could be difficult to follow sometimes, as she run the code before we could type it in",NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",basically everything,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s","i might be too slow, but every time you had to cut or copy i did not have enough time which delayed me in the following tasks",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",the same,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",the same,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","It was really clear and nice, vroom was new for me, it worked very well. I also learnt a different way of importing data, I would call it ""precise uploading""",NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",In my opinion it is OK at this level.,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",making a function for data import was really good.  package decencies was also really good way to control they way packages work,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",may be making a more function,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Following the code-along was easy.,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s","I have rarely come across data sets where each individual person is kept within one folder, often the dataset to be imported is one large file. Although, I can see how the import of data could be applied to such a dataset.",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",This was a nice walk-through. It was good to learn how to add packages/functions to the description file.,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","More exercises, in more advanced functions and how to combine multiple functions.",NA
