session_name,question,response,course_name
Day 2,could be improved for the Processing and joining datasets for cleaning,"Mario is a bit to quick at typing compared to me, so I could not follow, besides you might want to change the description for the course""- know a little to a moderate amount of R (or computing in general);- know how to use R and have some familiarity with the tidyverse and RStudio.""Even though I have completed a statistic course where we did everything in R, I can feel that I am not at the same level as the remaining participants.",NA
Day 3,worked well for the Quickly re-arranging data with pivots,All of it,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,nothing,NA
Day 3,worked well for the Quickly re-arranging data with pivots,very helpful ideas,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,would be cool to learn even more ways of making the tables look nice,NA
Day 3,worked well for the Quickly re-arranging data with pivots,"repetition of function, quick recap of pivots",NA
Day 3,worked well for the Quickly re-arranging data with pivots,The extra insights that Luke provided were great,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,Including more uses: e.g. applying hypothesis testing etc,NA
Day 3,worked well for the Quickly re-arranging data with pivots,Following along with writing the code and then trying it yourself. Also good pace.,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,No comments for this.,NA
Day 3,worked well for the Quickly re-arranging data with pivots,good information and nice explenations,NA
Day 3,worked well for the Quickly re-arranging data with pivots,Doing the exercises,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,nothing :),NA
Day 3,worked well for the Quickly re-arranging data with pivots,"Code along sessions - pivoting, especially understanding what long format can do",NA
Day 3,could be improved for the Quickly re-arranging data with pivots,"I would have liked to use more time on making great tables, but I could learn it myself now.",NA
Day 3,worked well for the Quickly re-arranging data with pivots,"well structured, easy to understand, relevant",NA
Day 3,could be improved for the Quickly re-arranging data with pivots,I would say it was really good. comment on the last session about what next: I really liked this one .,NA
Day 3,worked well for the Quickly re-arranging data with pivots,Code-along and exercises. Getting an idea of how much you can actually do.,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,I can't think of anything,NA
Day 3,worked well for the Quickly re-arranging data with pivots,i really liked the figures in the course material and the exercises,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,no comment,NA
Day 3,worked well for the Quickly re-arranging data with pivots,"A goog mis between reading, code-along, and exercises",NA
Day 3,worked well for the Quickly re-arranging data with pivots,everything :),NA
Day 3,worked well for the Quickly re-arranging data with pivots,The figures were really nice,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,the list exercise could link to part 8 for someone link me who can't remember what i did yesterday,NA
Day 3,worked well for the Quickly re-arranging data with pivots,"Nice with close to real world management/re-arranging of data, and creating a nice table at the end",NA
Day 3,worked well for the Quickly re-arranging data with pivots,all in all a great course. Everything wrapped-up on last day.,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,Can't fnd any,NA
Day 3,worked well for the Quickly re-arranging data with pivots,everything worked well,NA
Day 3,could be improved for the Quickly re-arranging data with pivots,no to add more,NA
Day 3,worked well for the Quickly re-arranging data with pivots,"tidying the data with ""simple"" code - the walkthrough worked well. In general, learning to generate functions that are more generic to apply to data was one of the highlights. And remembering the pipes - I will have to use these more :)",NA
Day 3,could be improved for the Quickly re-arranging data with pivots,Would always like more exercises - to improve on my own thinking.,NA
