session_name,question,response
"Day 1, afternoon part 2",could be improved for,pace a little too slow
"Day 1, afternoon part 2",worked well for,"Again, I think the overall descriptions are fine. And there is plenty of time to assist those in need."
"Day 1, afternoon part 2",worked well for,Code along in a steady pace. Both teachers in the afternoon sessions were well prepared
"Day 1, afternoon part 2",worked well for,Easy follow-along coding
"Day 1, afternoon part 2",worked well for,Everything
"Day 1, afternoon part 2",worked well for,Functions are cool
"Day 1, afternoon part 2",worked well for,Great session. Nice to follow.
"Day 1, afternoon part 2",worked well for,Hands-on coding
"Day 1, afternoon part 2",worked well for,I was very clear and fun session
"Day 1, afternoon part 2",worked well for,Nice examples and easy to follow
"Day 1, afternoon part 2",worked well for,Practical and try using {usethis} on our own
"Day 1, afternoon part 2",worked well for,Really nice to learn how to make general functions
"Day 1, afternoon part 2",worked well for,Seems like an important tool for reproducible research
"Day 1, afternoon part 2",worked well for,Super useful!!
"Day 1, afternoon part 2",worked well for,The code along and repetitions of the small steps.
"Day 1, afternoon part 2",worked well for,The code alongs and quick help
"Day 1, afternoon part 2",worked well for,This session was truly amazing. The TA was exeptional.
"Day 1, afternoon part 2",worked well for,Very easy to get help. Good material.
"Day 1, afternoon part 2",worked well for,"Very nice to have a focus on learning a good practice, so ways to work, and have a good workflow."
"Day 1, afternoon part 2",worked well for,"Worked well. I think it is nice when we learn how to solve potential future problems. So ""go to the help section and type in the functions name"" is really helpful. Also in the exercises which emphasized this."
"Day 1, afternoon part 2",worked well for,code along and building on existing scripts
"Day 1, afternoon part 2",worked well for,nice build up of the functions. I think it made sence
"Day 1, afternoon part 2",worked well for,nice examples and well done for code along
"Day 1, afternoon part 2",worked well for,quick help for orange hat
"Day 1, afternoon part 2",worked well for,really nice explanations
"Day 1, afternoon part 2",worked well for,useful topic
"Day 1, afternoon part 2",worked well for,very useful for improving reproducibility
"Day 1, morning part 1",could be improved for,Intro doesn't have to be so long.
"Day 1, morning part 1",worked well for,Repeating the goal/aim of the course
"Day 1, morning part 2",could be improved for,"A bit slow, but I understand everyone needs to be on the same page before actually starting with the coding"
"Day 1, morning part 2",could be improved for,A lot of information
"Day 1, morning part 2",could be improved for,Add more excercises.
"Day 1, morning part 2",could be improved for,All the github setting in the pre-task
"Day 1, morning part 2",could be improved for,All very good
"Day 1, morning part 2",could be improved for,"Checking if GitHub during the pre-course tasks, and a guide to what to do if the token has expired"
"Day 1, morning part 2",could be improved for,I do not have suggestions
"Day 1, morning part 2",could be improved for,I mean great way to teach. Nothing to add.
"Day 1, morning part 2",could be improved for,"In the ""welcome"" mail suggest that it might be an advantage to read through the course material before hand if you're not a super-AI-fast-reader."
"Day 1, morning part 2",could be improved for,It could have been faster
"Day 1, morning part 2",could be improved for,More practice on our own would be nice.
"Day 1, morning part 2",could be improved for,None
"Day 1, morning part 2",could be improved for,Nothing
"Day 1, morning part 2",could be improved for,"Nothing in particular. I had maybe hoped for more advanced data pre-processing, hopefully that comes later in the advanced course."
"Day 1, morning part 2",could be improved for,Perhaps this could be done in advance for those of us that needed it
"Day 1, morning part 2",could be improved for,Session could be a little faster
"Day 1, morning part 2",could be improved for,The introduction was a little bit long.
"Day 1, morning part 2",could be improved for,The talk was sometimes a little long for being early morning:)
"Day 1, morning part 2",could be improved for,To already have a GitHub account
"Day 1, morning part 2",could be improved for,"Was slow pace and code along makes it ""black-box"" instead of thinking what to type yourself"
"Day 1, morning part 2",could be improved for,creating an github acount in advance
"Day 1, morning part 2",could be improved for,don´t know
"Day 1, morning part 2",could be improved for,"it was a little slow to my taste, but I know it is difficult to find a pace that suits everyone"
"Day 1, morning part 2",could be improved for,nothing
"Day 1, morning part 2",could be improved for,"setup was a little slow, especially when coming from the introductory course"
"Day 1, morning part 2",worked well for,Code along with teacher
"Day 1, morning part 2",worked well for,Code and website is clear
"Day 1, morning part 2",worked well for,Easy beginning. Nice easy morning.
"Day 1, morning part 2",worked well for,Easy to follow code-along sessions
"Day 1, morning part 2",worked well for,Everything
"Day 1, morning part 2",worked well for,"Good explanations in more than one way of i.e. function etc. + waited for all blue hat before continuing, which did not continue trough the day."
"Day 1, morning part 2",worked well for,Good for setting up
"Day 1, morning part 2",worked well for,Good introduction
"Day 1, morning part 2",worked well for,I liked the thorough introduction and explaination of the learning outcomes and how you learn efficiently
"Day 1, morning part 2",worked well for,I think the speed and general introduction worked really. Even for us who have forgotten parts of the introduction. It is a great reminder
"Day 1, morning part 2",worked well for,I was easy to get help
"Day 1, morning part 2",worked well for,It was a great equalizer in the terms of the speed.
"Day 1, morning part 2",worked well for,It was great introduction
"Day 1, morning part 2",worked well for,It was nice with the code-along
"Day 1, morning part 2",worked well for,Nice that there was good time to set up.
"Day 1, morning part 2",worked well for,Setting up githup as a code along session was nice. I did not take the introduction course but read all the material and tried on my own.  The hats works well
"Day 1, morning part 2",worked well for,Speed was perfect
"Day 1, morning part 2",worked well for,To get an introduction to the purpose
"Day 1, morning part 2",worked well for,Very god explanation and material. Good pace.
"Day 1, morning part 2",worked well for,Very nice introduction to awareness of troubleshooting importin data
"Day 1, morning part 2",worked well for,explaining the pedagogy behind the sessions
"Day 1, morning part 2",worked well for,good with some repetition from introductory course
"Day 1, morning part 2",worked well for,nice introduction
"Day 1, morning part 2",worked well for,nice pace
"Day 1, morning part 2",worked well for,"slow and steady start. I had no issues so more downtime, but is was fine"
"Day 1, morning part 2",worked well for,the code-along
"Day 1, morning part 2",worked well for,well structured
