session_name,question,response
"Day 3, morning part 2",could be improved for,"Not enough time to finish the exercise, rushed in the end"
"Day 3, morning part 2",could be improved for,Nothing
"Day 3, morning part 2",could be improved for,The final join wasn't in a function - not sure if this was planned. Why not?
"Day 3, morning part 2",could be improved for,examples  in the reading material about left join and right join when using data sets
"Day 3, morning part 2",could be improved for,feel like we spend a lot of time waiting. often you ask for blue hat on really simple things. looks like people just forgot and we are waiting a lot
"Day 3, morning part 2",could be improved for,fine
"Day 3, morning part 2",could be improved for,no suggestion
"Day 3, morning part 2",could be improved for,nothing comes to mind
"Day 3, morning part 2",could be improved for,the analogy (which was not really an analogy but an example) was overly complicated I think - more confusing than helpful
"Day 3, morning part 2",could be improved for,to slow paced
"Day 3, morning part 2",worked well for,Again a new and somewhat difficult subject. A lot of code along here worked fine instead of too many exercises.
"Day 3, morning part 2",worked well for,"Coding exercise was challenging, liked that"
"Day 3, morning part 2",worked well for,"Easy to follow, clear instructions"
"Day 3, morning part 2",worked well for,Everything
"Day 3, morning part 2",worked well for,Fast and efficient
"Day 3, morning part 2",worked well for,I liked the code-along and it was easy to understand
"Day 3, morning part 2",worked well for,I think the joining worked fine.
"Day 3, morning part 2",worked well for,Joining data was very help full. Great explanations and really helpful for future coding.
"Day 3, morning part 2",worked well for,Pretty much everything
"Day 3, morning part 2",worked well for,The schedule was adapted and we still could finish the modules
"Day 3, morning part 2",worked well for,The walk-through of what to do and the example of what would happen with different ways of joining
"Day 3, morning part 2",worked well for,This session went a little faster and that was better
"Day 3, morning part 2",worked well for,everything
"Day 3, morning part 2",worked well for,much smoother run through
"Day 3, morning part 2",worked well for,nice pace
"Day 3, morning part 2",worked well for,nice short section
"Day 3, morning part 2",worked well for,nice teaching
"Day 3, morning part 2",worked well for,playing with the join functions
"Day 3, morning part 2",worked well for,thorough walk through
"Day 3, morning part 2",worked well for,useful tools. the example with party invitation was nice
"Day 3, morning part 2",worked well for,"very nice, nice pace"
End of course,could be improved for the Group Project s,"A solution to look at. The learning curve to get started with the data was a little to steep due to another structure of data. We used all the time to find one feature - which was provided by helpers. So if there were a solution to look at to like ""move on"" when you got stuck, would have been very nice!"
End of course,could be improved for the Group Project s,"Had to leave early, so missed it:("
End of course,could be improved for the Group Project s,I am still a beginner in R. So I could have used more help in the written information in this session.
End of course,could be improved for the Group Project s,I feel that it was missing some guidance and structure - we really didn't go really far in our group
End of course,could be improved for the Group Project s,I think better instruction for how to do the group project and what the specific goals are.
End of course,could be improved for the Group Project s,"I think we should have worked on projects alone. It took to much time setting up the things with github, and we also did that on the introductory course. At this point of the course, i really wanted to practice the coding itself."
End of course,could be improved for the Group Project s,"Maybe add installing and downloading the data in pre-course tasks, so if there are some admin troubles we know from the beginning."
End of course,could be improved for the Group Project s,More time for the group project. Couldn't finish in the end
End of course,could be improved for the Group Project s,More time to work on it
End of course,could be improved for the Group Project s,More time where you collaborate more
End of course,could be improved for the Group Project s,The instructions were a bit unclear. maybe it was due to the tiredness ;)
End of course,could be improved for the Group Project s,We had to leave early
End of course,could be improved for the Group Project s,it was challenging but was really nice to try to make it yourself. perhaps some guidelines and code to use could be nice.
End of course,could be improved for the Group Project s,more time. a lot more time. I felt this part was the most beneficial but we never got to 'clean-up' our code (e.g by using functions) and fell into old (bad) habits due to time restraints
End of course,could be improved for the Group Project s,"to me the group work was much too difficult. it would help if the structure of the folders was more similar to what we had done previously. I also think it took to long to connect to github, and we did noyt make it so far that it made sence to push and pull"
End of course,could be improved for the Networking Activities s,Games maybe
End of course,could be improved for the Networking Activities s,Maybe a walk outside
End of course,could be improved for the Networking Activities s,"Maybe there could be some kind of a quizz at the beginning asking "" how many people modify their excel file before analyzing?, who has had this difficulty? ""  Just for the people who have not used R yet to face their non-reproducible behavior and have an idea of the difficulties that people using R are facing."
End of course,could be improved for the Networking Activities s,Nothing
End of course,could be improved for the Networking Activities s,"Perhaps some more ""structure"" - especially in day 2 - people sort of disapeared early on, so there were not many to socialize with."
End of course,could be improved for the Networking Activities s,The evening programme was a bit too much for my social batteries
End of course,could be improved for the Networking Activities s,The spaces provided did not encourage social networking.
End of course,could be improved for the Networking Activities s,There is too many of them - while I understand their necessity my social battery was exhausted really fast.
End of course,could be improved for the Networking Activities s,Think about social batteries of introverted people.
End of course,could be improved for the Networking Activities s,"Walk and talk and a short ""who are you, what are you doing, why are you here""."
End of course,could be improved for the Networking Activities s,"maybe some short ""get together activities"""
End of course,could be improved for the Networking Activities s,more cake
End of course,could be improved for the Networking Activities s,more information
End of course,could be improved for the Networking Activities s,they were fine
End of course,worked well for the Group Project,"Compared to the Introductory course it was a bit more messy, but I get that it was a new part of the workshop so lots of troubleshooting was needed."
End of course,worked well for the Group Project,Could use many functions from the past 2 days during the project
End of course,worked well for the Group Project,"Had to leave early, so missed it:("
End of course,worked well for the Group Project,Have time to recall what we have done and think about how to use it
End of course,worked well for the Group Project,I liked that we got another dataset to work on
End of course,worked well for the Group Project,I think the two on two collaboration worked really well and was very casual.
End of course,worked well for the Group Project,It was easy to get help. And the time asigned for is was sufficient.
End of course,worked well for the Group Project,The set up was ok
End of course,worked well for the Group Project,The setup in plenum
End of course,worked well for the Group Project,We could use what we had learned and rewrite functions
End of course,worked well for the Group Project,We had to leave early
End of course,worked well for the Group Project,collaborating with others on the project
End of course,worked well for the Group Project,great to work on our own and have time to encounter realistic problems and errors and try to find a solution on our own while having easy access to help if needed
End of course,worked well for the Group Project,it was easy to get help
End of course,worked well for the Group Project,it was nice to have someone to discuss issues with.
End of course,worked well for the Networking Activities s,All the short breaks between sessions were good and plenty
End of course,worked well for the Networking Activities s,Good to have conversation prompts for the shorter breaks
End of course,worked well for the Networking Activities s,I liked the ping pong:)
End of course,worked well for the Networking Activities s,"I was actually a bit confused about the evening activities. Place, time and what was included. The social activities during the day was ok."
End of course,worked well for the Networking Activities s,I was nice that it topics for discussion were suggested but not mandatory
End of course,worked well for the Networking Activities s,Networking activities were great and structured.
End of course,worked well for the Networking Activities s,Networking session were fun. Would have liked more social activities and not as much discussion.
End of course,worked well for the Networking Activities s,Nicely arranged with evening dinner
End of course,worked well for the Networking Activities s,Others who have more experience with data analysis could share with people less experienced.
End of course,worked well for the Networking Activities s,That we went directly after dinner and that it was put in the program.
End of course,worked well for the Networking Activities s,They are guided
End of course,worked well for the Networking Activities s,Wine was nice
End of course,worked well for the Networking Activities s,nice with topics to discuss about
End of course,worked well for the Networking Activities s,"wine the first evening was nice, and it was nice that we could get it right after dinner."
