questions,responses
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,I would like to learn how to make functions (without using ChatGPT) and afterwards I would like to be able to analyze proteomics data
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,I would like to learn how to manage different data and analyze them. My project involves both experimental and drug repositioning analyses with single cell data and I find this course very suitable for me to learn about different data types and how to manage them.
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"Improve my R skills, especially creating functions"
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"Jeg forventer at blive bedre til quadro, og blive bedre til at gøre tingene smartere. Jeg har læst programmet med stor interesse, da jeg kan se vi både skal arbejde med funktioner, pivot og joining data, hvilket jeg godt kunne blive bedre til."
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"Learn how to make functions in R. I hope to be able to use what I learn in the course to start organising, analysing and wrangle the data I have obtained so far for my PhD project."
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Learn how to structure R projects and perform data processing and managing in a reproducible manner.
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"Learn how to use R on a daily basis, ultimately I will use R to do scRNA-seq data analysis during my PhD project."
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"Learn more advanced function of R, both regarding coding, project management and reproducibility. Learn to process data faster, more efficient and more ""tidy"". Hopefully advance further as a scientist and  as a natural extension of the introduction course."
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"Make sure I use code that is easy to understand for others, to ensure I can run the same data and get the same results - So I publish papers on correctly analysed data."
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,"My research focuses in data processing, analysing and creating tools for it, so a big part of the research is how to manage the data and code itself for the reproducibility for the future use."
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Properly carry out reproducible data analysis using git - and ideally have an idea of how to transfer the learned methods to a python project also.
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Start managing my own datasets
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,To enablæe more reproducible (and secure) coding in r thorugh the use of Git and Github. Furthermore to improve my abilities to utilize R in the data cleaning stage.
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,To know how to use R for data analysis. Get tips to be quick and efficient.
What do you expect to learn from this course and what would you like to be able to do afterward with what you've learned?,Writing functions in R and better understanding how to better organize and document my code
"In your opinion, what worked well?",All of it worked super well.
"In your opinion, what worked well?","Being new to Git and GitHub I had a lot of problems on this part. So the links to the intro course are very nice, as following this made some of the pre-course much easier. In general easy to follow instructions. I really like the ways to check if you did it correctly throughout, instead of finishing the section and then finding out it was ""wrong""."
"In your opinion, what worked well?",Course explains everything step by step in one place and specific to biomedical field.
"In your opinion, what worked well?",Describing text and codes worked well.
"In your opinion, what worked well?",Detailed description of how to get properly setup prior to the course.
"In your opinion, what worked well?",Easy to follow
"In your opinion, what worked well?","Good descriptions of what we should do and why, easy to copy the R code and nice with the references to the introductory course to recap/learn things not covered by this course."
"In your opinion, what worked well?","I like that there where multiple options for some parts of the code that might not work, that shows you have experience with the code and how it acts for others."
"In your opinion, what worked well?","I liked the layout of the material, with clear headings and sections/section types."
"In your opinion, what worked well?",I really liked the materials and I found them very complete and easy to follow
"In your opinion, what worked well?",I was able to install the software on my own personal computer and could finish the tasks in good time. I also learned already about the different software we will use and could make myself more familiar with the course content. The pre-course tasks made me look forward to the course because it is exactly targeting my knowledge gab.
"In your opinion, what worked well?",Including images and easy-to-copy Rcode made it quite easy to follow along. Links to the basic course was helpfull as well.
"In your opinion, what worked well?",Interesting to use some packages and functions I haven't used before
"In your opinion, what worked well?","Ligesom sidste kursus, så er det godt at lige kører nogle ting igennem og få en ide om det kodningssprog og tankerne der ligger bag. Både godt at få styr på software før - og at få lidt forhåndsviden pre course."
"In your opinion, what worked well?",Most of the pre-course tasks worked well. Would be nice to have the deadline a bit closer to the actual course.
"In your opinion, what worked well?",N/A
"In your opinion, what worked well?","Nicely described, with many details. Liked how there were several links to the introduction course. I had a bit of problems with git, since my token had expired. But I figured it out, by reading the intro course material again."
"In your opinion, what worked well?","Overall the material is well structured, well described and easy to understand."
"In your opinion, what worked well?",Overall the material is well written
"In your opinion, what worked well?","Overall, everything worked. And there were useful tips on what to do or not to do. As I hadn't taken the Introductory course, I had to switch to and back from several Introductory course topics, and sometimes I got lost between them - what steps I had actually covered. But that was nothing unmanageable."
"In your opinion, what worked well?","The clear step by step instructions and the provided code. It is nice to have the task provided as a text you can do while reading along. However, it is very important that the ""check up"" outputs are provided to make sure everything went as supposed.Further, i love the simple look."
"In your opinion, what worked well?","The course materials are clear, and I appreciate knowing what exactly to type in the console and the script."
"In your opinion, what worked well?",The explanations of the tasks and pre-course coding language
"In your opinion, what worked well?","The guided walkthrough of the precourse tasks works great. I had trouble downloading the data from the original website, as the connection was to slow, but the solution were laid out to me in the text below. It is also great that the output is showed, so that I can check that I have done it correctly throughout the precourse tasks."
"In your opinion, what worked well?",The instructions are very clear and easy to implement
"In your opinion, what worked well?",The pre-course R tasks worked well
"In your opinion, what worked well?",The pre-course material is very good and easy to understand even for a beginner. The step by step approach and explanations works very well.
"In your opinion, what worked well?",The pre-course tasks are well-written and easy to follow.
"In your opinion, what worked well?","The way it was explained in the pre-course task material is great. Though I was not a part in the Introductory course, I could do the task as per the instructions."
"In your opinion, what worked well?","Very ""step by step"""
"In your opinion, what worked well?","Very clear and concise, website visually well presented. I really like to sue Quarto now."
"In your opinion, what worked well?",Very nice with the codes just to copy paste into R.
"In your opinion, what worked well?",Very readable and understandable in simple terms.
"In your opinion, what could be improved?",.
"In your opinion, what could be improved?",?
"In your opinion, what could be improved?",Adjust the course and explanation to real beginners because still complicated and not explicit enough to follow when you never used R before. Could add some videos too.
"In your opinion, what could be improved?","At this point, nothing. everything worked as it should, and I did not encounter any trouble along the way."
"In your opinion, what could be improved?",Consider notifying about the deadline for the precourse tasks in the acceptance text
"In your opinion, what could be improved?","Could not initially run the r3::install_packages_advanced() due to security issues, but they were resolved when I tried again a couple of weeks later."
"In your opinion, what could be improved?",Dont know
"In your opinion, what could be improved?","Due to using our SDU computers we had some issues with installing the required packages. They needed to be white listed from the IT department, which took some time and efforts."
"In your opinion, what could be improved?",For me I needed to install the 4.2.x version of Rtools to properly install the R packages.
"In your opinion, what could be improved?",Having a task-list to keep track of the tasks that have been completed and what still needs to be done
"In your opinion, what could be improved?",I can say about this after the course.
"In your opinion, what could be improved?","I do not have feedback at the moment, maybe after the course :)"
"In your opinion, what could be improved?","I dont know, but i had some trouble running the code from # Remove/tidy up left over files, maybe something wrong with file_delete and file_move in fs ?"
"In your opinion, what could be improved?",I like it overall!
"In your opinion, what could be improved?",I think visualise them in form of the video could also help increase the number of people paying closer attention to the material
"In your opinion, what could be improved?",I totally forgot about the confirmation via email. But in all honestly it felt kind of unnecessary that I had to confirm via email and the Google form.
"In your opinion, what could be improved?","Jeg er lidt forvirret over at oprette endnu et projekt der hedder LearnR3 (har jo en fra første kurses), så jeg har operettet en der hedder LearnR4 istedet."
"In your opinion, what could be improved?",Maybe have the links open up in a new tab automatically so that you don't loose the site and where you are when opening the many links that are included in the course text
"In your opinion, what could be improved?","My R Studio always timed out at home (60s) when downloading the data, but otherwise, everything went smooth."
"In your opinion, what could be improved?",No comments
"In your opinion, what could be improved?","No comments for improvements, the links to the basic course is help enough."
"In your opinion, what could be improved?",None
"In your opinion, what could be improved?",Not all what is written is seen in my R studio
"In your opinion, what could be improved?",Not much.
"In your opinion, what could be improved?","Not that much to be fair. Might consider shorten the amount of text, as it sometimes can be confusing with ""too much"" text information. Otherwise a small note or mark of which of the precourse task can be skipped if you participated in the recent R3 intro course. (e.g. ""if you have participated in R3 intro, you can go directly X.X and check setup)."
"In your opinion, what could be improved?",Nothing so far.
"In your opinion, what could be improved?",Nothing to declare for now.
"In your opinion, what could be improved?","Nothing, its great :)"
"In your opinion, what could be improved?",Nothing.
"In your opinion, what could be improved?","Since I did not have any knowledge with Git before doing this, I first had issues connecting Git with R because I did not open it while using R. After I opened it everything worked well. I had issues installing Rtools on my work computer which is why I need to use my personal computer instead."
"In your opinion, what could be improved?",Sometimes a bit difficult to understand the task because more text/explantations were shown below the code or a picture
"In your opinion, what could be improved?","The only thing was getting access from SDU to download the packages needed. You could consider providing a guide on how to do it on UCloud, as the SDU limitations would not be a problem then."
"In your opinion, what could be improved?","The set up of the website was a bit confusing. I.e., sometimes linking to new pages, even though the same text was further down the page"
Please describe the problems you've had.,"An error occured when i tried installing the packages, even after restarting. Furthermore I was not able to unzip the mash zip file and could not continue with the exercise after this."
Please describe the problems you've had.,"Could not initially run r3::install_packages_advanced() due to security issues, but they have not been resolved (don't know how)."
Please describe the problems you've had.,"Could not install r3. Tried many times and different approachs. Ended up working using a link from a link from a link from the basic course, took a loong time.  This kept me from during the next with setting up git (r3::setup_git_config()), so I got stuck here for a while."
Please describe the problems you've had.,Described beforeError: [ENOTEMPTY] Failed to move '/Users/christianthorup/Desktop/Andet/LearningR/LearnR3/data-raw/DataPaper' to '/Users/christianthorup/Desktop/Andet/LearningR/LearnR3/data-raw/mmash/DataPaper': directory not empty
Please describe the problems you've had.,Er i tvivl om om min Git del er iorden (måske fordi mit git hop token er udløbet ? )
Please describe the problems you've had.,"First, I had to update my GitHub token - but I could use the material from the Intro-R-course to see how. Later, downloading the zip-file from the website caused problems, but using ""mmash_link <- r3::mmash_data_link"" fixed it."
Please describe the problems you've had.,"I do have Git and GitHub installed and I have previously (with other projects) managed to commit and push my changes to GitHub. However, although I followed the instructions from the begginers course, I cannot push the commits (the bottom appears innactivated)."
Please describe the problems you've had.,"I had problems with connecting to GitHub using: usethis::use_github()However, I linked it in a different way. I created new repository in Github and performed this: …or push an existing repository from the command linegit remote add origin https://github.com/dilfuzae/Testing-.gitgit branch -M maingit push -u origin main"
Please describe the problems you've had.,"It was difficult to un-zip the file, but we figured it out"
Please describe the problems you've had.,"Problems with git, since token had expired."
Please describe the problems you've had.,"The link to ""section 7.1"" in 3.7 is actually to 5.1 which is the correct link - but the text link is therefore wrong. Also I had problems with loading the dataset and pak::pak(""rostools/r3""), but for both of those I used the alternative options stated below in the tasks and got it to work."
Please describe the problems you've had.,"There are some things that are not working or could not install and I till don´t know why. So, at some point I am stuck in a middle of the course or a task and loose a lot of time and could not go with next steps in the course."
Please describe the problems you've had.,"When trying to download the mmash files using the provided codes, the download could not be completed. I had to manual download from the link to get the necessary codesCodes: > mmash_link <- ""https://physionet.org/static/published-projects/mmash/multilevel-monitoring-of-activity-and-sleep-in-healthy-people-1.0.0.zip""> download.file(mmash_link, destfile = here(""data-raw/mmash-data.zip""))trying URL 'https://physionet.org/static/published-projects/mmash/multilevel-monitoring-of-activity-and-sleep-in-healthy-people-1.0.0.zip'Content type 'application/zip' length 23780300 bytes (22.7 MB)downloaded 15.5 MBFejl i download.file(mmash_link, destfile = here(""data-raw/mmash-data.zip"")) :   download from 'https://physionet.org/static/published-projects/mmash/multilevel-monitoring-of-activity-and-sleep-in-healthy-people-1.0.0.zip' failedIn addition: Advarselsbeskeder:1: I download.file(mmash_link, destfile = here(""data-raw/mmash-data.zip"")) :  downloaded length 0 != reported length 02: I download.file(mmash_link, destfile = here(""data-raw/mmash-data.zip"")) :  URL 'https://physionet.org/static/published-projects/mmash/multilevel-monitoring-of-activity-and-sleep-in-healthy-people-1.0.0.zip': Timeout of 60 seconds was reached"
Please describe the problems you've had.,installing the required packages. But it is fixed now :-)
