course_version,questions,responses
2,Why do you want to attend this course?,I would like to be familiar with R and to know how to find and use information I need to conduct data analyses in R
2,Why do you want to attend this course?,I would like to learn the basics of data analysis and visualisation with R to work with my proteomics data independently of statistics software.
2,Why do you want to attend this course?,I would like to perform reproducible data analysis in R and produce publication-quality data visualizations.
2,Why do you want to attend this course?,I would like to use R as a default for analysing the data sets I obtain from my work projects
2,Why do you want to attend this course?,"In general, I am looking to improve my skills in using R to perform statistical analysis. More specifically, I am hoping to learn new skills for managing larger projects using repositories etc. when I am having to collaborate with lots of other researchers/data analysts."
2,Why do you want to attend this course?,"Introduction to R. Be able to switch to R when analysing data where R packages are available, especially graphical output"
2,Why do you want to attend this course?,Jeg håber at blive klar til grundige analyser af epidemiologisk data indhentet via surveys evt. krydset med registerdata
2,Why do you want to attend this course?,"Learn how to and be able to use R and learn the coding languageLearn how to and be able to handle data, datamanagement, and how to save and document the work, so it will be easy to access later on.Learn where to search/look up for help for specific analyses in R.Afterward i would like to be able to handle large datasets (registers) using R."
2,Why do you want to attend this course?,Perform basic statistics in R. Make nice figures. Learn the basics of big data handling in R - for example in relation to various omics datasets.
2,Why do you want to attend this course?,"Project management and tidyverse, which will both help the data analyses of my PhD project"
2,Why do you want to attend this course?,To learn how to manage data and use R projects and GitHub. Also to learn how to make my data analysis project reproducible and how to make publication-quality figures. Additionally to learn how to use collaborative tools and techniques when working in team settings.
2,Why do you want to attend this course?,To use R in a more efficient and reproducible manner. I am preparing an R pipeline for my data analysis that we want to publish and make accesible to the community as an R package
2,Why do you want to attend this course?,"Understand R a bit better, and how to reproduce data analysis"
2,Why do you want to attend this course?,"data analysis, visualization of omics data. Be familiar with Github and the resources."
3,Please describe the problems you've had.,"1) I didn't get the DONE after running the remotes installation. But I was able to do the rest of the preparation, so I think it worked at the end.2) I was asked if I wanted to install a compiliation when running remotes::install_gitlab(rostools/r3, upgrade = TRUE), I pressed yes, and it took forever and didn't look like the video. So I STOPped it and ran it again and this time pressed no, and then it looked fine."
3,Please describe the problems you've had.,I had some problems installing r3 but then realised that it was because I haven't installed Git yet.
3,Please describe the problems you've had.,Instaling the newest version of R-studio on my work laptop - (RegionH)
3,Please describe the problems you've had.,Reading the r3::setup_git_config(). It wouldn't work until I upgraded R.
3,Please describe the problems you've had.,my versions of r and rstudio were not updated
3,Please describe the problems you've had.,the github website was down so I was not able to sign up. I will try again
3,"In your opinion, what could be improved?",-
3,"In your opinion, what could be improved?",-
3,"In your opinion, what could be improved?",-
3,"In your opinion, what could be improved?",?
3,"In your opinion, what could be improved?",A little more help to install Git
3,"In your opinion, what could be improved?",An explanation on how to install Rtools. I think I have done it correctly but with my poor technical understanding I do not feel too sure and that is annoying when it is (as I understand it) quite basic for the rest of the tasks
3,"In your opinion, what could be improved?",At the moment links open in the same tab instead of opening in a new tab.
3,"In your opinion, what could be improved?","Difficult to say, everything is good now:)"
3,"In your opinion, what could be improved?",Don't know.
3,"In your opinion, what could be improved?","For next time, you could give a hint on how long time to use on the precourse activity. I kind of figures it must be a couple of days.... (The DDA, at least at few years ago, kind of made you use days for preparing....)"
3,"In your opinion, what could be improved?",I do not have any feedback for this point.
3,"In your opinion, what could be improved?",I do not have improvements for the pre-course material
3,"In your opinion, what could be improved?",I don't know
3,"In your opinion, what could be improved?","I had already installed Rstudio and even a version higher than suggested, so I figured I could do the installations. But for some reasons, I still needed to update RStudio. Don't know if is was just a bug on my end."
3,"In your opinion, what could be improved?","In the star of the material, maybe a short introduction of what we have to complete (e.g. setting up a GitHub account), would be nice to get an overview. But overall, very nice description of the pre-task and why we are doing them."
3,"In your opinion, what could be improved?",Knowing if one just fill out the form again given that the course was cancelled the first time
3,"In your opinion, what could be improved?",Maybe have instructions for what to do if you already have R installed and need to update it?
3,"In your opinion, what could be improved?",Not sure yet
3,"In your opinion, what could be improved?",Nothing
3,"In your opinion, what could be improved?",Nothing
3,"In your opinion, what could be improved?",Nothing
3,"In your opinion, what could be improved?",Nothing at this point
3,"In your opinion, what could be improved?",Nothing comes to mind.
3,"In your opinion, what could be improved?",Nothing specific.
3,"In your opinion, what could be improved?",See above
3,"In your opinion, what could be improved?",maybe sometimes a bit shorter
3,"In your opinion, what could be improved?",not much :)
3,"In your opinion, what worked well?",All in all it was good.
3,"In your opinion, what worked well?",All-in-all most of the instructions were good
3,"In your opinion, what worked well?",Description of the main tools/ R packages and how to install them
3,"In your opinion, what worked well?",Everything was very nicely explained.
3,"In your opinion, what worked well?",Good instructions to get started and prepare for the course.
3,"In your opinion, what worked well?",How to videos
3,"In your opinion, what worked well?","I liked it, but the colors and the output was not the same as on my screen. Furthermore, when pressing the links, a new window should be open in stead of replacing the existing sheet."
3,"In your opinion, what worked well?","I liked the overall set-up of the pre-course tasks and the instructions given. In conclusion, I think it worked very well."
3,"In your opinion, what worked well?","I think it was a great introduction, and I liked the video guides. In addition, it was easy to read and understand"
3,"In your opinion, what worked well?",It is nice to have all the material gathered in one site. Then it is much easier to find things needed and to make an overview.
3,"In your opinion, what worked well?","It is nice with a introduction that clearly states what we can expect from the course, what you expect from us etc."
3,"In your opinion, what worked well?","It was good. Not too long, clear instructions. I like that there is a check to ensure I did everything."
3,"In your opinion, what worked well?","It's a nice guidance materials, well structured with many useful links."
3,"In your opinion, what worked well?",Nice detailed installation instructions!
3,"In your opinion, what worked well?","Step-by-step, easy to follow."
3,"In your opinion, what worked well?",Structured step-by-step guide with clear and concise instructions
3,"In your opinion, what worked well?",That you explained along theway why you had to do the different steps. I.e. that you use :: to load part of packages
3,"In your opinion, what worked well?",The example videos were great and pictorial guides in reference to 4 panels.
3,"In your opinion, what worked well?",The instructions about how to install the programs and the videos from Rstudio were good.
3,"In your opinion, what worked well?","The instructions were great. The instructions video and copy paste functions was a nice touch. Also, the introduction to the R world was very fine. Overall, the task was easy and informative, I feel suited for the course."
3,"In your opinion, what worked well?",The instructions were very clear on how to download the program
3,"In your opinion, what worked well?",The videos made it easy to install the different things
3,"In your opinion, what worked well?","Videos, screen shots and copy-codes"
3,"In your opinion, what worked well?",Worked fine
3,"In your opinion, what worked well?",all the instructions were easy to follow
3,"In your opinion, what worked well?",pre-course tasks
3,"In your opinion, what worked well?",the interactive nature of the introduction
3,Why do you want to attend this course?,Be more experience in R and get to know more functions.
3,Why do you want to attend this course?,"Get a better understanding of R, so I can start writing code myself and use R more for my studies"
3,Why do you want to attend this course?,How to operate R and code in R and use the functionality of the R packages
3,Why do you want to attend this course?,How to set up and work with data in a more reproducible way. I would like to transfer my data analysis from SPSS to R(studio) as I see more options here.
3,Why do you want to attend this course?,How to use R for data analysis. I would like to use R to analyse and visualize my data.
3,Why do you want to attend this course?,How to use R in data analyses.
3,Why do you want to attend this course?,"I expect to be able to know how to do reproducible research using R, the basics of how to use R (and how to do it in wise way with markdowns etc)."
3,Why do you want to attend this course?,I expect to get a better understanding of how R works and how to use R. I will use this to get a better work flow when working with my data.
3,Why do you want to attend this course?,I expect to getting to know R. I hope to get so familiar with R that I can use it for my postdoc studies.
3,Why do you want to attend this course?,"I expect to learn how to improve the way of data analysis and how to make it reproducible, learn about standards in the field. I expect to apply obtained knowledge for the analysis of data in my PhD project and to make proper reports and publications."
3,Why do you want to attend this course?,I expect to learn how to use R so I can apply it for my MS analysis data during by PhD project.
3,Why do you want to attend this course?,"I have been using R on and off duringthe last years, but haven't really felt that I understood  the basics - this I hope to get a better understanding of atthis course, to make me feel more confident that I am doing Things rihgt when using R, and to improve my ability to troubleshoot."
3,Why do you want to attend this course?,"I have used R on a few occasion, but only scripts prepared by others. I would like to get an insight to R to understand but also validate the scrips I have been using and to be able to do (at least some of) the trouble shooting my self"
3,Why do you want to attend this course?,I want to be comfortable using R for some basic analysis and visualization so I can keep learning and use R for my data analysis on a regular basis. As well understand posting to Github.
3,Why do you want to attend this course?,I would like to get started with R to expand my data analysis skills
3,Why do you want to attend this course?,I would like to learn how to code common analysis like ANOVA. I would also like to learn how to present results on a graph e.g. glucose measurements done multiple times over a few hours.
3,Why do you want to attend this course?,Learn how to make more reproduciable scripts
3,Why do you want to attend this course?,"Make figures utilizing data from online databases, excel spreadsheets, do RNA-Seq analysis"
3,Why do you want to attend this course?,"Organize the data so it can be used for statistical analysis, t test, ANOVA. Run this analysis and building all forms of graphs."
3,Why do you want to attend this course?,"Structured, reproducible approach to using R and git for future use in analyses"
3,Why do you want to attend this course?,The basics of coding in Rstudio and afterwards being able to import data and make descriptive data analysis in R
3,Why do you want to attend this course?,To get an introduction to work with R and tidyverse in a structured and reproducible way.
3,Why do you want to attend this course?,To have some knowledge about programming in R
3,Why do you want to attend this course?,"To learn about R and how to use it. I would like to be able to analyse my own data, and make figures."
3,Why do you want to attend this course?,"To learn how to use R in a structured way, to be able how to solve problems with code and R in general."
3,Why do you want to attend this course?,"how to be more systematic about data management, including knowledge about new packages and functions"
3,Why do you want to attend this course?,how to use R
4,What do you expect to learn and what would you like to be able to do with what you've learned?,After this course I would like to be able to carry out statistical tests and analyses related to my epidemiological research on my own
4,What do you expect to learn and what would you like to be able to do with what you've learned?,"Better project management, I hope this will pay off in saving time and more transparency"
4,What do you expect to learn and what would you like to be able to do with what you've learned?,"Clean-up, import and visualise data. Run different (common) analyses and interpret the data."
4,What do you expect to learn and what would you like to be able to do with what you've learned?,Do my own analysis
4,What do you expect to learn and what would you like to be able to do with what you've learned?,"How to organize my data and scripts, how to use R for simple statistics and plotting"
4,What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to be able to code in R at a beginners level being a solid fundament to learn further  skills in R. Of particular interest, I want to improve my graphical coding skills."
4,What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to have a general notion of how R language works, and as mentioned before, to start learning R to use it in my research as soon as possible"
4,What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to learn about collaborating on projects, Management of R projects, management, analysis and visualization of the collaborative projects etc."
4,What do you expect to learn and what would you like to be able to do with what you've learned?,I expect to learn and apply collaborative techniques using R.  I would like to apply these techniques to my research and to be able to work with large data sets and conduct reproducible research.
4,What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to learn how to navigate in and get a basic understanding of R. I want to use that to be able to start working in R, and create figures and tables for my project."
4,What do you expect to learn and what would you like to be able to do with what you've learned?,I expect to learn how to use the basic tools of R and to visualize my data.
4,What do you expect to learn and what would you like to be able to do with what you've learned?,I expect to learn how to wrangle my data in a format that is easy to work with in R. I also expect to be more independent in my data analysis once I have passed the course
4,What do you expect to learn and what would you like to be able to do with what you've learned?,I expect to learn the basics of R/RStudio and were to get help. I would like to know about and apply some of the fundamental tools of R/RStudio.
4,What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to learn the basics of using R, and I hope to be able to use R for statistical analysis in future projects"
4,What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to learn, how to use R and R-studio. How to upload my data to the program (from excel and RedCap), how to analyse the basic statistic formulas (mean, median, t-test, SD, confidence interval) and how to create some statistic figures useful for publication (plots, graph, charts). And then I expect to learn something new and hopefully very useful in my further research career (both statistic and when writing articles and collaborate with other)"
