session_name,question,response
Day 2,worked well for the Version control and collaborative practices,I had a look before to Git and GitHub before but could not figure out. Practicing with exercises helped a lot to understand the concept and also learn how to use.
Day 2,worked well for the Version control and collaborative practices,"I loved to see that there is a track of everything done, and I would like to implement that when I use R. It was really nice to see how you work locally and remotely."
Day 2,worked well for the Version control and collaborative practices,It was good
Day 2,worked well for the Version control and collaborative practices,"It was great to know that there are dedicated programs for version control out there, since I haven't used Git before."
Day 2,worked well for the Version control and collaborative practices,"It was useful to stop and practice linking a new project to a repository, then pushing/pulling."
Day 2,worked well for the Version control and collaborative practices,It worked really well
Day 2,worked well for the Version control and collaborative practices,It worked well the helpers and the explanations
Day 2,worked well for the Version control and collaborative practices,Nice to have a formal intro to git and github - i was convinced of the benefits!
Day 2,worked well for the Version control and collaborative practices,That we tried over and over again
Day 2,worked well for the Version control and collaborative practices,The concept was explained very nicely.
Day 2,worked well for the Version control and collaborative practices,The examples are helpful.
Day 2,worked well for the Version control and collaborative practices,"The message why git and GitHub are a really great idea to use came through, but it was very tricky to follow, since its a very different way to think. I also think the code along sessions about git/github went a little too fast - at least for me:-)"
Day 2,worked well for the Version control and collaborative practices,Very good lecture and good hands on.
Day 2,worked well for the Version control and collaborative practices,all good
Day 2,worked well for the Version control and collaborative practices,"clear and simple read in the course website about what are the advantages in using a program like Git for collaborative work, but also how useful it is for individual work. to follow along the instructions helps remembering what to do another time"
Day 2,worked well for the Version control and collaborative practices,hands-on
Day 2,worked well for the Version control and collaborative practices,nice introduction to the subject
Day 2,worked well for the Version control and collaborative practices,reading through the sections step by step
Day 2,worked well for the Version control and collaborative practices,very well
