session_name,question,response
Day 3,could be improved for the group project assignment,It was a bit stressfull and cramped with the time.
Day 3,could be improved for the group project assignment,It was a little tight with time - it was OK though :)
Day 3,could be improved for the group project assignment,Maybe groups of 2 would be better
Day 3,could be improved for the group project assignment,"Maybe have more available datasets that we can pick, so that the chance of everyone picking the same one is less likely."
Day 3,could be improved for the group project assignment,Maybe in pairs next time
Day 3,could be improved for the group project assignment,Maybe more troubleshoot codes on the webpage
Day 3,could be improved for the group project assignment,More time perhaps.
Day 3,could be improved for the group project assignment,Nothing.
Day 3,could be improved for the group project assignment,Nothing. It was very well balanced in how difficult it was.
Day 3,could be improved for the group project assignment,"Quite a bit of time went into defining what we should do inside the group. If you narrow down the objectives more, e.g. student 1 make a table, student 2 makes a figure of x and y etc. More time would be spent actually trying to figure out stuff"
Day 3,could be improved for the group project assignment,"The assignment was good, no specific improvement ideers"
Day 3,could be improved for the group project assignment,The time was a bit too short for the complete assignment
Day 3,could be improved for the group project assignment,"The timeline is a bit short. Perhaps a more detailed assignment. I think we spent too much time on ""Tidying"" up the dataset."
Day 3,could be improved for the group project assignment,assign more time for a project assignment
Day 3,could be improved for the group project assignment,even more time would be nice
Day 3,could be improved for the group project assignment,nil
Day 3,could be improved for the group project assignment,no comments
Day 3,could be improved for the group project assignment,nothing
Day 3,worked well for the Data visualization,"Covering the most used type of graphs and leaving out the more ""shiny"" details helped getting the main idea without feeling so overwhelmed."
Day 3,worked well for the Data visualization,Everything! Think it was super great
Day 3,worked well for the Data visualization,"Great introduction to different plots and graph, and a very nice explanation of the ""layering technique"" og ggplot."
Day 3,worked well for the Data visualization,I learned so much from this and it was a lot of fun putting the data into plots.
Day 3,worked well for the Data visualization,I think the content was super great and very didactic.
Day 3,worked well for the Data visualization,Interesting and good to have codes for further use
Day 3,worked well for the Data visualization,Is was nice getting to visualise some date
Day 3,worked well for the Data visualization,It was all great. Great explanations and good speed.
Day 3,worked well for the Data visualization,It was great to try out different graphs and get a sense of what was possible. The tempo was nice
Day 3,worked well for the Data visualization,It was nice to see how fairly easy it is to create very different graphs
Day 3,worked well for the Data visualization,NIce layered approach.
Day 3,worked well for the Data visualization,"Really nice walkthrough if ggplot, and nice with the markdown integration."
Day 3,worked well for the Data visualization,The code alongs were great!
Day 3,worked well for the Data visualization,"The live coding sessions made it very clear how easy visualization is, and that we were doing the same codes several times to get them in the fingers.It was clear that visualization can be used both to look into the data and also to present data."
Day 3,worked well for the Data visualization,The many code-alongs training similar things. Worked well to get used to the codes
Day 3,worked well for the Data visualization,The pace of the lecture. The hands on part doing the exercises.
Day 3,worked well for the Data visualization,The visualizations were pretty and the code easy to use
Day 3,worked well for the Data visualization,"Thorough introduction - a bit fast because we were short on time, but it was manageable"
Day 3,worked well for the Data visualization,To se the plots and all the cool things you can get out of using R. The write along was good and the tempo was really good.
Day 3,worked well for the Data visualization,We were able to create visuals together with the instructor simutlaneously
Day 3,worked well for the Data visualization,Well paced
Day 3,worked well for the Data visualization,nice to see that you can quite easily convert data into graphics
Day 3,worked well for the Data visualization,"very clear instructions, and also seeing nice graphs is very satisfactory"
Day 3,worked well for the Data visualization,write along is always good :)
Day 3,worked well for the group project assignment,Appropriate amount of time.
Day 3,worked well for the group project assignment,Collaborating on doing it correctly.
Day 3,worked well for the group project assignment,For our group: in pairs
Day 3,worked well for the group project assignment,Great amount of time to do the lecture.
Day 3,worked well for the group project assignment,"I had to leave early, but it was nice to be able to put what i had learned in to use."
Day 3,worked well for the group project assignment,"I think that worked super well overall, it was really nice we had an instructor assigned to each group so we could get help with everything we needed. It was also super satisfactory to test the reproducibility together at the end."
Day 3,worked well for the group project assignment,"It was fun to put everything together that we had learned and make it reproducible. At that it became really great to see the reproducibility in practice. It was also helpful to have a dedicated supervisor, who helped us along if we got stuck."
Day 3,worked well for the group project assignment,It was great that the groups were already set so we didn't have to find people ourselves.
Day 3,worked well for the group project assignment,It was nice to get a chance to work with cleaning data.
Day 3,worked well for the group project assignment,It was nice to work together and utilize what we learned. It was nice that we could try out assignments that are relevant for our own projects
Day 3,worked well for the group project assignment,It was super fun collaborating with others
Day 3,worked well for the group project assignment,"Nice to work individually and in pairs. Really forces you to think, and works as a great repetition."
Day 3,worked well for the group project assignment,The assignement description and the helpers :) :)
Day 3,worked well for the group project assignment,The collaboration about getting the code to work. Less experienced people could learn from those with more knowledge.
Day 3,worked well for the group project assignment,The dataset was nicely chosen and the tasks relevant to tasks we will do in our daily work
Day 3,worked well for the group project assignment,"To use the skills we have been practicing was really good. Being in small groups all doing something on their own, but helping each others (and having a teacher helping as well) was really good."
Day 3,worked well for the group project assignment,Very fun and instructive to work together on an asignment. Also very similar to what we are going to do with our own projects.
Day 3,worked well for the group project assignment,Working together at the same time and seeing what we learned in real time made me feel like I really understood the main idea behind the course
Day 3,worked well for the group project assignment,good demonstration of the use of git and GitHub in groups.
Day 3,worked well for the group project assignment,good to work together and have a bit individual work too
Day 3,worked well for the group project assignment,instructions were clear and all the knowledge we needed was covered in class
Day 3,worked well for the group project assignment,is was nice trying everything out by our selves
Day 3,worked well for the group project assignment,nice way to test - not only R skills but also Git :)
Day 3,worked well for the group project assignment,we worked as a team
