session_name,question,response
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Day too long to focus even though you try to break it up:)
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Drop the social activity to shorten the day
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Fast pace sometimes to fast.
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","For most of the times this worked well, but at some cases the teacher forgot to ask whether everybody had the same or any problems. Then it is easy to get behind"
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","Honestly, I really felt frustrated about this session. The concept of doing stuff in the qmd file and then delete it entirely was a bit frustrating - we did not get the point of using both the qmd and R file. It was also a bit annoying that we wrote over things we just wrote. And lastly, I think you should make sure for next time, that everyone has downloaded the data correctly"
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",I did not feel like the strengths and important points of functionals was highlighted in class
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",I don't know
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","I thought it was a bit difficult to understand as we went along why we were doing what we were doing. It more just felt like a code-along without actual understanding in between steps, and I don't know if it was because we were rushed for time or not. I know it's a difficult topic though, and I suspect that it will make more sense when you're sitting with your own data."
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",I'm honestly still confused about the hiccup with the files that we were supposed to delete
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","It felt like the exercises part was moving a bit too fast even tho some people were stuck into some issues with the code - since we are time constricted, maybe a  heads up of ""we will move on in 3 minutes, cope from the solutions"" would be nice, so we are ready to start when the instructors want to move on"
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Maybe more time for questions or makeing sure that everyone follows
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Not much
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Nothing
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Nothing really
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","Nothing, all very good"
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","The brainstorm exercise was not my favorite, we were finished talking very quickly"
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",The whole confusion about deleting the mmash folder was very time consuming
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",This session felt like it took a very long time.
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",maybe we could moove a lttle bit faster. too much time with the un-zip part. skip the social-activities
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",n/a
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",nil
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",nothing
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",nothing I can think of.
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",to long breaks
Day 2,worked well for the Processing and joining datasets for cleaning,A very interesting session. I learned so much and my brain is completely fried (in a good way) :)
Day 2,worked well for the Processing and joining datasets for cleaning,"Again, all the hands on exercises and the code along."
Day 2,worked well for the Processing and joining datasets for cleaning,"Again, really relevant, especially working with larger data sets"
Day 2,worked well for the Processing and joining datasets for cleaning,Also nice and comprehensive explanation
Day 2,worked well for the Processing and joining datasets for cleaning,Everything
Day 2,worked well for the Processing and joining datasets for cleaning,Exercises
Day 2,worked well for the Processing and joining datasets for cleaning,Good structure of the lesson.
Day 2,worked well for the Processing and joining datasets for cleaning,Great help and problem finding + tips and tricks
Day 2,worked well for the Processing and joining datasets for cleaning,I missed this part
Day 2,worked well for the Processing and joining datasets for cleaning,"I think this session made more sense, also as the steps we were taking as we went along."
Day 2,worked well for the Processing and joining datasets for cleaning,If very nicely raped the previous subjects together
Day 2,worked well for the Processing and joining datasets for cleaning,"In general, the code-along is good, exercises as well"
Day 2,worked well for the Processing and joining datasets for cleaning,"It was nice, it's great when you need help there is always an instructor ready to help"
Day 2,worked well for the Processing and joining datasets for cleaning,Love Luke <3
Day 2,worked well for the Processing and joining datasets for cleaning,"Now it's easier to play around with the dataset, add/delete columns etc."
Day 2,worked well for the Processing and joining datasets for cleaning,Really good
Day 2,worked well for the Processing and joining datasets for cleaning,Really nice and throuroughly
Day 2,worked well for the Processing and joining datasets for cleaning,Small exercises to make functions
Day 2,worked well for the Processing and joining datasets for cleaning,The step-by-step approach of teaching what the functions consist of was great in particular.
Day 2,worked well for the Processing and joining datasets for cleaning,Very well taught
Day 2,worked well for the Processing and joining datasets for cleaning,clear explanations and coding along
Day 2,worked well for the Processing and joining datasets for cleaning,good focus on applicability in real-life situations
Day 2,worked well for the Processing and joining datasets for cleaning,nice exercises
Day 2,worked well for the Processing and joining datasets for cleaning,same as above
Day 2,worked well for the Processing and joining datasets for cleaning,vlear presentation.
Day 2,worked well for the Processing and joining datasets for cleaning,we just read the first part
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",All the hands and code along worked very well
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Code along - when the code worked
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals","Code along and letting us ""do mistakes"" to have a real perspective of what happens even to experienced users and that we can find easy solutions - mister google or chat gpt for example"
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Code-along and presentation
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Everything worked fine
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Explanations for the different subparts of the functions were particularly useful. All of it was great though.
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Good structure of the lesson.
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Great to learn about working around using for loops
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",I think like yesterday it worked well that it was explained what we could use functionals for.
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",It really became relevant for me at this point. It seems very suitable for the research I am conducting
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals","It was nice, it's great when you need help there is always an instructor ready to help"
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Nice and comprehensive explanation of the functions and functionals
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals","Pace was good, nice examples"
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Small exercises to make functions
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",The code alongs are great as always
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",The speed we're going works well for me. Not too slow or too fast. I like the balance between writing along and exercises. But that goes for the entire couse.
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",The texts where very good
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Was good to understand the logic behind the functions and have an idea on how to use  them in our analyses
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals","We learned incredible much in this session. Complicated procedures were explained in a very simple and didactic way, which made it easier to follow along."
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",We went though a lot!
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",clear presentation. goog helpers.
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",exercises :-D
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",good slow pace and nice exercises
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",makes sense
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",nice flow in the sessions
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",time for everyone to do the tasks on their one
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",very well structure
