questions,responses
What do you expect to learn from this course and what would you like to be able to do afterwards with what you've learned?,"I hope to learn more about making code for data management and analyses that is readable and useful for others and to apply these skills in my work with the UK Biobank, where I'm currently doing data management to get data ready for analyses. I also hope to learn more about making the data management simpler or easier for myself, as this task is very time consuming and a struggle, since I'm facing a lot of obstacles with not knowing my dataset yet."
What do you expect to learn from this course and what would you like to be able to do afterwards with what you've learned?,"I think it is quite cool with the pipelines! But overall, I am just pleased to be able to expand my R and reproducible research skills"
What do you expect to learn from this course and what would you like to be able to do afterwards with what you've learned?,I would like to be more efficient when running the same analysis more than one time using different variables. Being able to run them with the help of automated pipelines would help me a lot in these analyses.
What do you expect to learn from this course and what would you like to be able to do afterwards with what you've learned?,"I would like to improve my skills in building reproducible workflows and collaborating with others, ideally without getting super frustrated every time it does not work as I plan."
What do you expect to learn from this course and what would you like to be able to do afterwards with what you've learned?,Learn the principles of creating a reproducible and collaborator-friendly data analysis pipeline using R packages such as tidymodels.
What do you expect to learn from this course and what would you like to be able to do afterwards with what you've learned?,More insight into reproducibility in research
What do you expect to learn from this course and what would you like to be able to do afterwards with what you've learned?,Reprocucible workflows for data analysis in R
What do you expect to learn from this course and what would you like to be able to do afterwards with what you've learned?,To further improve my R coding skills and expand my toolbox for data management and analyses.
What do you expect to learn from this course and what would you like to be able to do afterwards with what you've learned?,"To the gain the skills to set up set up a collaborator friendly, semi-automatic reproducible analysis pipeline and workflow in R"
What do you expect to learn from this course and what would you like to be able to do afterwards with what you've learned?,Use more effectively GIT and Github
"In your opinion, what worked well?",All is well stated
"In your opinion, what worked well?","All of it! It was nice and easy to follow. Even though I have taken the previous courses, the links back to the topics that are important for this course, really help to make me feel more prepared for the course, as I could make sure to read it an extra time if I feel like I need it."
"In your opinion, what worked well?",Amazing
"In your opinion, what worked well?","Complete overview of tasks and survey. A wall of text can be overwhelming, but braking it down works very well"
"In your opinion, what worked well?",Easy to follow instructions
"In your opinion, what worked well?",Everything is thoroughly and well explained. It is nice to know that we all have everything ready and set up to start the course effectively.
"In your opinion, what worked well?",Everything was well explained and the instructions were clear. I like there are links in case someone wants to read in more detail.
"In your opinion, what worked well?",Everything went smooth
"In your opinion, what worked well?",Everything worked well
"In your opinion, what worked well?",I think step wise instructions and copy paste code is helpful. Discriptions were good as well.
"In your opinion, what worked well?",I thought it was very straight forward and well structured.
"In your opinion, what worked well?","Ish, I had trouble installing the packages. I have only used local RStudio on this computer for the Intro and Intermediate course and r3 was not installed, and trying to install it resolved in error because ""Personal git token expired"". Fresh install of RStudio resolved the problem."
"In your opinion, what worked well?","It is very easy to follow and the ""copy and paste this code"" sections make sure that everyone will likely be able to complete the tasks on their own."
"In your opinion, what worked well?","It's super clearly described, and easy to navigate in"
"In your opinion, what worked well?","Step-by-step guidance, and reassurance that even if it doesn't work, we will sort it out."
"In your opinion, what worked well?",That additional information was readily available through links
"In your opinion, what worked well?","The copy and paste sections, and the troubleshooting"
"In your opinion, what worked well?",The data download went smoother than expected. The rest was straight forward.
"In your opinion, what worked well?",The material is very detailed and easy to understand. Good to know that errors can occure.
"In your opinion, what worked well?",The material to read!
"In your opinion, what worked well?",The very specific instructions with the checks are a great aspect
"In your opinion, what worked well?",The work flow and level of information is very well designed - as always
"In your opinion, what worked well?","There was challenges with r3::install_packages_advanced(), but the github way worked well."
"In your opinion, what worked well?",Very clear information and easy to follow up
"In your opinion, what worked well?",yes
"In your opinion, what could be improved?",All good!
"In your opinion, what could be improved?",All is very good
"In your opinion, what could be improved?",Can't think of anything honestly
"In your opinion, what could be improved?",Everything went smooth
"In your opinion, what could be improved?","I did the pre-course task already mid September, and would have liked the survey to be open by then, so I could fill it in then"
"In your opinion, what could be improved?","I had trouble installing homebrew, which made for a challenge to me. Maybe a few words on how to use homebrew / what the package offers would be great"
"In your opinion, what could be improved?",I have no good suggestions - I think it works really well :)
"In your opinion, what could be improved?","I think every thing was clear so far, so I think that will depend on the actual course. If it lives up to my expectations from the material."
"In your opinion, what could be improved?",I think this needs a change? r3::create_rmarkdown_doc() --> Error: 'create_rmarkdown_doc' is not an exported object from 'namespace:r3' r3::create_rmd_doc()
"In your opinion, what could be improved?","I'm not sure why I got an error on the last check, I'm pretty sure the project is set up correctly"
"In your opinion, what could be improved?","It is very blackboxed (for good reason), however I got an error when trying to install the package openssl, but don't know if it is important"
"In your opinion, what could be improved?",It think it is up to par
"In your opinion, what could be improved?",NA
"In your opinion, what could be improved?",No it was all good
"In your opinion, what could be improved?",Nothing :-)
"In your opinion, what could be improved?",Nothing. It is all very good.
"In your opinion, what could be improved?",Nothing;)
"In your opinion, what could be improved?","Since I wasn't able to get the r3 running. It could perhaps be nice to see pictures or videoes of the remaining tasks as this step is quite essential to move forward, but in general the text is quite clear."
"In your opinion, what could be improved?","The 5-7 hours expected time for the pre-course tasks is daunting - it might help to break it down to 1h of reading, 1h of going over sections in previous courses, 1-4 hours of installing and updating software, 20 min survey."
"In your opinion, what could be improved?","You would like us to better understand the dataset, to make it a bit easier to understand what kind of data we are looking at, one could perhaps include a small introduction to what the data is, such as including this line from the abstract, in the first part of 3.9. ""Download the course data"": ""We’re going to use a real world dataset to demonstrate the concepts in this course. We’re going to use an openly licensed dataset with metabolomics data. Specifically, this data contains lipidomic profile of red blood cells from type 1 diabetes patients and matched healthy controls was determined by NMR spectroscopy"" or something like that :-)"
"In your opinion, what could be improved?",i think it is very good already
"In your opinion, what could be improved?","line 9 of r3::check_project_setup_advanced() looks for an "".rda"" but we save a "".csv"""
"In your opinion, what could be improved?","nil, i think my problems was due to RStudio magic and probably out of scope on this survey."
"In your opinion, what could be improved?",no comments
"In your opinion, what could be improved?",very good
Please describe the problems you've had.,"> install.packages(""pak"")WARNING: Rtools is required to build R packages but is not currently installed. Please download and install the appropriate version of Rtools before proceeding:https://cran.rstudio.com/bin/windows/Rtools/Installing package into ‘C:/Users/njen0199/AppData/Local/R/win-library/4.2’(as ‘lib’ is unspecified)trying URL 'https://cran.rstudio.com/bin/windows/contrib/4.2/pak_0.6.0.zip'Content type 'application/zip' length 12378069 bytes (11.8 MB)downloaded 11.8 MBpackage ‘pak’ successfully unpacked and MD5 sums checkedThe downloaded binary packages are in	C:\Users\njen0199\AppData\Local\Temp\RtmpIf6DiD\downloaded_packages> pak::pak(""rostools/r3"")! Using bundled GitHub PAT. Please add your own PAT using `gitcreds::gitcreds_set()`.✔ Loading metadata database ... done                                                                                                → Will install 1 package.→ Will download 1 package with unknown size.+ r3   0.2.5 [bld][cmp][dl] (GitHub: bf1a545)ℹ Getting 1 pkg with unknown size✔ Cached copy of r3 0.2.5 (source) is the latest build   ✔ No downloads needed, all packages are cached                      ℹ Building r3 0.2.5Error:        ! error in pak subprocessCaused by error: ! Could not find tools necessary to compile a packageCall `pkgbuild::check_build_tools(debug = TRUE)` to diagnose the problem.ℹ See `$stderr` for standard error.Type .Last.error to see the more details.> .Last.error<callr_error/rlib_error_3_0/rlib_error/error>Error: ! error in pak subprocessCaused by error: ! Could not find tools necessary to compile a packageCall `pkgbuild::check_build_tools(debug = TRUE)` to diagnose the problem.ℹ See `$stderr` for standard error.---Backtrace:1. pak::pak(""rostools/r3"")2. pak::pkg_install(pkg, ...)3. pak:::remote(function(...) get(""pkg_install_do_plan"", asNamespace(""pak""))(...), …4. err$throw(res$error)---Subprocess backtrace: 1. base::withCallingHandlers(cli_message = function(msg) { … 2. get(""pkg_install_do_plan"", asNamespace(""pak""))(...) 3. proposal$install() 4. pkgdepends::install_package_plan(plan, lib = private$library, num_workers = nw, … 5. base::withCallingHandlers({ … 6. pkgdepends:::start_task(state, task) 7. pkgdepends:::start_task_build(state, task) 8. pkgdepends:::make_build_process(path, pkg, tmp_dir, lib, vignettes, needscompilation, … 9. pkgdepends:::withr_with_libpaths(c(tmplib, lib), action = ""prefix"", pkgbuild_process$new(path, …10. base::force(code)11. pkgbuild_process$new(path, tmp_dir, binary = binary, vignettes = vignettes, …12. local initialize(...)13. pkgbuild:::rcb_init(self, private, super, path, dest_path, binary, vignettes, …14. pkgbuild:::build_setup(path, dest_path, binary, vignettes, manual, clean_doc, …15. pkgbuild:::build_setup_binary(path, dest_path, args, needs_compilation)16. pkgbuild::check_build_tools(quiet = TRUE)17. base::stop(""Could not find tools necessary to compile a package\n"", …18. | base::.handleSimpleError(function (e) …19. global h(simpleError(msg, call))> remotes::install_github(""rostools/r3"")Error in loadNamespace(x) : der er ingen pakke med navn ‘remotes’"
Please describe the problems you've had.,Already described
Please describe the problems you've had.,"Described earlier, had an error when running r3::check_project_setup_advanced(), even though the folders are there."
Please describe the problems you've had.,"Due to limited access permissions on my university computer I could not install packages for the course using the r3::install_packages_advanced() function. But I was able to install all packages using the install.packages() function, like this:# url to get description fileurl <- r3:::url_gh_raw_file(""rostools/r-cubed-advanced"", ""DESCRIPTION"")# get package namesdescription_text <- readLines(url)needed_packages <- desc::desc(text = description_text)$get_deps()$package[-1]# Packages to ignoreignore_packages = c(""r3admin"", ""RcppTOML"", ""rspm"", ""todor"", ""r3"")# remove ignore packages from needed_packagesneeded_packages_flt <- needed_packages[! needed_packages %in% ignore_packages]# install packagesinstall.packages(needed_packages_flt, quiet = TRUE)# Are the packages from needed_packages_flt in the installed packages?installed <- rownames(installed.packages())needed_packages_flt %in% installed"
Please describe the problems you've had.,"Had lost Authenticator to GitHub account; could not install Git Bash maybe due to not having the right admin rights. But eventually fixed both, after some frustration."
Please describe the problems you've had.,"I did in the feedback, sorry... But change r3::create_rmarkdown_doc() to  r3::create_rmd_doc() ??:)"
Please describe the problems you've had.,"line 9 of r3::check_project_setup_advanced() is looking for a "".rda"" file, either save it manually like that or change this to "".csv"" so that the error is solved"
Please describe the problems you've had.,r3::check_project_setup_advanced() is throwing me an error but I'm pretty sure the project folder is set up correctly
Please describe the problems you've had.,see before
