session_name,question,response
Day 2,worked well for the Data management and wrangling,"It was work to learn some directly applicable knowledges and I think it was presented in a ver understandable and interesting way. As yesterday, the coding along process work very well."
Day 2,worked well for the Data management and wrangling,Material was clear and following the coding was mainly very smooth.
Day 2,worked well for the Data management and wrangling,Practicing with actual data
Day 2,worked well for the Data management and wrangling,Really enjoyed learning about piping and nesting functions in pipes! Was well explained and the small exercises helped understand the concept.
Day 2,worked well for the Data management and wrangling,Structured set up.
Day 2,worked well for the Data management and wrangling,The instructions and the pace was good
Day 2,worked well for the Data management and wrangling,The whole session worked very well
Day 2,worked well for the Data management and wrangling,The worked examples and pacing was excellent. These were the key skills I was hoping to work on in the course and I am very pleased with it.
Day 2,worked well for the Data management and wrangling,"Well explained tasks, step by step."
Day 2,worked well for the Data management and wrangling,"clear instructions and useful functions, thanks"
Day 2,worked well for the Data management and wrangling,no problem
Day 2,worked well for the Data management and wrangling,wrangling the data was quite useful
Day 2,worked well for the Data management and wrangling,“Messy” vs. “tidy” data is a significant input.
