session_name,question,response
Day 2,could be improved for the Data management and wrangling,Not much
Day 2,could be improved for the Data management and wrangling,Nothing
Day 2,could be improved for the Data management and wrangling,Nothing :)
Day 2,could be improved for the Data management and wrangling,Nothing I can think of.
Day 2,could be improved for the Data management and wrangling,"Nothing, it was very good."
Day 2,could be improved for the Data management and wrangling,Often sitting waiting after reading exercises
Day 2,could be improved for the Data management and wrangling,Tempo was a little high for the individual execises
Day 2,could be improved for the Data management and wrangling,There was a lot of waste time when one person had an issue.
Day 2,could be improved for the Data management and wrangling,"Use more time on this session, as it is very important for basic understanding, and shouldn't be shortened down due to time issues."
Day 2,could be improved for the Data management and wrangling,a bit too quick
Day 2,could be improved for the Data management and wrangling,more pipes
Day 2,could be improved for the Data management and wrangling,none
Day 2,could be improved for the second day's Social/Networking activity,Haven't done it yet.
Day 2,could be improved for the second day's Social/Networking activity,I don't know
Day 2,could be improved for the second day's Social/Networking activity,I will let you know in tomorrow's evaluation.
Day 2,could be improved for the second day's Social/Networking activity,Look above
Day 2,could be improved for the second day's Social/Networking activity,Not attended yet.
Day 2,could be improved for the second day's Social/Networking activity,Not done it yet - but probably good
Day 2,could be improved for the second day's Social/Networking activity,Not sure
Day 2,could be improved for the second day's Social/Networking activity,Nothing
Day 2,could be improved for the second day's Social/Networking activity,Nothing:)
Day 2,could be improved for the second day's Social/Networking activity,See above
Day 2,could be improved for the second day's Social/Networking activity,There seems to be problem with the network connection at this location. Maybe the technicians can improve this for next time?
Day 2,could be improved for the second day's Social/Networking activity,"We did not have time for it after lunch, so we have not done it yet."
Day 2,could be improved for the second day's Social/Networking activity,We have not done it yet
Day 2,could be improved for the second day's Social/Networking activity,We will see..
Day 2,could be improved for the second day's Social/Networking activity,"Well, if I knew I'd tell you - but I can't tell you yet."
Day 2,could be improved for the second day's Social/Networking activity,not yet done
Day 2,could be improved for the second day's Social/Networking activity,nothing
Day 2,could be improved for the second day's Social/Networking activity,time will tell
Day 2,worked well for the Creating reproducible documents,"A good tempo, again great points"
Day 2,worked well for the Creating reproducible documents,"Again, the type along. That we had to do it at the same time, and that we are waiting for all to be ready."
Day 2,worked well for the Creating reproducible documents,All
Day 2,worked well for the Creating reproducible documents,"Amazing feature, thanks for learning this. Good pace of the session"
Day 2,worked well for the Creating reproducible documents,Clear and consise instruction
Day 2,worked well for the Creating reproducible documents,Code alongs and the stickers :)
Day 2,worked well for the Creating reproducible documents,Easy to follow the practical exercises
Day 2,worked well for the Creating reproducible documents,Everything was well-structured
Day 2,worked well for the Creating reproducible documents,Everything! amazing!
Day 2,worked well for the Creating reproducible documents,Explained well
Day 2,worked well for the Creating reproducible documents,"I liked the introduction to Quarto. Once again, it is nice to cover the basics."
Day 2,worked well for the Creating reproducible documents,I think everything worked really well.
Day 2,worked well for the Creating reproducible documents,It was nice to learn Quarto from a really basic point
Day 2,worked well for the Creating reproducible documents,It was nice working on a dataset
Day 2,worked well for the Creating reproducible documents,Look above
Day 2,worked well for the Creating reproducible documents,Quattro is wonderfull
Day 2,worked well for the Creating reproducible documents,"Same as previous answer, this was a great session and I really learned a lot. :)"
Day 2,worked well for the Creating reproducible documents,"Step by step instructions, good tempo"
Day 2,worked well for the Creating reproducible documents,The explaining of code chunks and table showing
Day 2,worked well for the Creating reproducible documents,The pace of the lecture and help worked well.
Day 2,worked well for the Creating reproducible documents,The tempo and relevant basic codes
Day 2,worked well for the Creating reproducible documents,We had some nice discussions
Day 2,worked well for the Creating reproducible documents,"clear instructions, very useful"
Day 2,worked well for the Creating reproducible documents,really nicely explained
Day 2,worked well for the Creating reproducible documents,showed a lot of options in a short time
Day 2,worked well for the Data management and wrangling,A lot of hands on with working in R for ourselves
Day 2,worked well for the Data management and wrangling,"Clear instructions, nice to learn how to make tidy data"
Day 2,worked well for the Data management and wrangling,"Code along, generally informative stuff"
Day 2,worked well for the Data management and wrangling,Easy to follow the practical exercises
Day 2,worked well for the Data management and wrangling,Easy to understand
Day 2,worked well for the Data management and wrangling,Everything worked well
Day 2,worked well for the Data management and wrangling,Going through the different commands in R
Day 2,worked well for the Data management and wrangling,Great presentation. Easy to understand. Code-alongs work really well.
Day 2,worked well for the Data management and wrangling,Great session with good introduction to basic procedures in Rstudio
Day 2,worked well for the Data management and wrangling,I think everything worked really well.
Day 2,worked well for the Data management and wrangling,I think it was a pretty good session! very informative
Day 2,worked well for the Data management and wrangling,It was great to have a code along session so you could practice.
Day 2,worked well for the Data management and wrangling,It was nice working on a dataset
Day 2,worked well for the Data management and wrangling,Learning all the cool things
Day 2,worked well for the Data management and wrangling,Step by step instructions
Day 2,worked well for the Data management and wrangling,The code alongs
Day 2,worked well for the Data management and wrangling,The code-along
Day 2,worked well for the Data management and wrangling,The pace of the lecture and help worked well.
Day 2,worked well for the Data management and wrangling,"The speed was good and it was easy to follow along. If there is any issues, there are enough helpers that can help you quickly and it is easy to catch up if you have fallen behind. A great session!"
Day 2,worked well for the Data management and wrangling,The type along was very good to see that I could actually make it work.
Day 2,worked well for the Data management and wrangling,Very nice to get a tidy overview. Very usefull
Day 2,worked well for the Data management and wrangling,"Very nice with the code-along sessions. It might be basic, but I was introduced to several ways to code in R, and it is nice to see basic commands from mostly one way of coding."
Day 2,worked well for the Data management and wrangling,clear instructions
Day 2,worked well for the Data management and wrangling,dplyr is wonderfull
Day 2,worked well for the Data management and wrangling,the reading steps really helped
Day 2,worked well for the second day's Social/Networking activity,:)
Day 2,worked well for the second day's Social/Networking activity,:-)
Day 2,worked well for the second day's Social/Networking activity,Did not have time for it
Day 2,worked well for the second day's Social/Networking activity,Haven't done it yet :)
Day 2,worked well for the second day's Social/Networking activity,Haven't done it yet.
Day 2,worked well for the second day's Social/Networking activity,I will let you know in tomorrow's evaluation.
Day 2,worked well for the second day's Social/Networking activity,Look above
Day 2,worked well for the second day's Social/Networking activity,Looking forward to it :)
Day 2,worked well for the second day's Social/Networking activity,Not attended yet.
Day 2,worked well for the second day's Social/Networking activity,Not sure
Day 2,worked well for the second day's Social/Networking activity,Nothing
Day 2,worked well for the second day's Social/Networking activity,"We did not have time for it after lunch, so we have not done it yet."
Day 2,worked well for the second day's Social/Networking activity,We have not done it yet
Day 2,worked well for the second day's Social/Networking activity,"We haven't done it yet, so I can't tell you. I'm sure it's lovely."
Day 2,worked well for the second day's Social/Networking activity,We will see.
Day 2,worked well for the second day's Social/Networking activity,a run is always a good idea
Day 2,worked well for the second day's Social/Networking activity,not yet done
Day 2,worked well for the second day's Social/Networking activity,time will tell
