session_name,question,response,course_name
Day 1,could be improved for the Version control and collaborative practices,"Again, if an example (using previous data) can be added maybe helpful in improving the session.",NA
Day 1,worked well for the Management of R projects,It was very nice to code along with the teachers. Good pace. Good exercises. Clear instructions.,NA
Day 1,could be improved for the Management of R projects,"Sometimes it's hard to understand exactly what you are doing, but I think it's also difficult to explain in an easy way sometimes.",NA
Day 1,worked well for the Version control and collaborative practices,Same as above.,NA
Day 1,could be improved for the Version control and collaborative practices,Same as above.,NA
Day 1,worked well for the Management of R projects,Exercises on code language were useful,NA
Day 1,could be improved for the Management of R projects,maybe some more functions with their application? Although I know there is not a lot of time. Maybe just having them on the book but not go through them.,NA
Day 1,worked well for the Version control and collaborative practices,everything worked well and now I can have github for personal use,NA
Day 1,could be improved for the Version control and collaborative practices,nothing,NA
Day 1,worked well for the Management of R projects,The code-along was very useful. I would not have done it without this type of supervision. But I was copy-pasting most of the time without knowing what I was doing. But the exercises helped a lot. Soufyan did a great job explaining everything.,NA
Day 1,could be improved for the Management of R projects,"Sometimes it went too fast. and at some point the helpers were talking too loud, so it was difficult to hear the presenter. It was very distracting. I suggest that either the helpers whisper while the presenter continues the session, or the presenter waits for everyone to be ready before continuing.",NA
Day 1,worked well for the Version control and collaborative practices,It was really easy to understand and go through. Anders made everything clear.,NA
Day 1,could be improved for the Version control and collaborative practices,I have no comment. Anders did a good job.,NA
Day 1,worked well for the Management of R projects,The practical code-along and step-by-step of common mistakes and pitfalls,NA
Day 1,could be improved for the Management of R projects,"It was overall a good session, and potentially a more relevant example would be nice to have",NA
Day 1,worked well for the Version control and collaborative practices,Having to read some of the first parts as part of the pre-course and the explanation of what it is and why we should do it. The slow approach to how to commit files was generally easy to follow,NA
Day 1,could be improved for the Version control and collaborative practices,"Going thru at least 2 different ways of working with the repositories might be useful to know, rather than being dependent on a single method?",NA
Day 1,worked well for the Management of R projects,This part for me worked well.,NA
Day 1,could be improved for the Management of R projects,This part for me worked well.,NA
Day 1,worked well for the Version control and collaborative practices,The theoretical explanation about Git and why worth to learn it worked super well.,NA
Day 1,could be improved for the Version control and collaborative practices,"I got confused during the practice because there are several ways to execute the commands, and maybe if explain separated could be better to understand how Github connects to Rstudio.",NA
Day 1,worked well for the Management of R projects,Code along,NA
Day 1,could be improved for the Management of R projects,"Start a bit more basic (e.g., use of #, what are packages, load packages and use functions) and mention when it can look differently on your screen)",NA
Day 1,worked well for the Version control and collaborative practices,"Short exercises and discussions, hands-on training, quick support",NA
Day 1,could be improved for the Version control and collaborative practices,"Reading material was sometimes difficult to understand - was much clearer after the comments of the lecturers, so maybe this can be more combined?",NA
Day 1,worked well for the Management of R projects,"I learned how to make an R project and how files can be stored together in a meaningful way, which is very useful",NA
Day 1,could be improved for the Management of R projects,Have more small exercises like the one where you have to edit code and such - maybe just as extra optional activities,NA
Day 1,worked well for the Version control and collaborative practices,Good introduction to what git is and why you should use it,NA
Day 1,could be improved for the Version control and collaborative practices,Add the alternative way of pushing repositories to github to the course site,NA
Day 1,worked well for the Management of R projects,"code-along, the blue and orange post-its, the tempo (I could follow)",NA
Day 1,worked well for the Version control and collaborative practices,Same as above. It worked well with the fast help from instructors. If you get behind it is difficult to catch up.,NA
Day 1,worked well for the Management of R projects,"Code along worked well, also the simple steps were easy to follow.",NA
Day 1,could be improved for the Management of R projects,The session worked well in general and was a good foundation for a beginner.,NA
Day 1,worked well for the Version control and collaborative practices,Git was a completely new concept for me but it was still possible to follow along.,NA
Day 1,could be improved for the Version control and collaborative practices,Could have included more real life examples to understand what could it be actually used for in research.,NA
Day 1,worked well for the Management of R projects,The session was comprehensible because of the code-along and practical exercises,NA
Day 1,could be improved for the Management of R projects,It could be even more applied if we used a fictive research project and build it up in R,NA
Day 1,worked well for the Version control and collaborative practices,"Again, the hands-on exercises helped to build an understanding on how to communicate in Git and GitHub",NA
Day 1,could be improved for the Version control and collaborative practices,It could also be more applied if we used a fictive case,NA
Day 1,worked well for the Management of R projects,hands on workshop is very designed,NA
Day 1,could be improved for the Management of R projects,more case studies,NA
Day 1,worked well for the Version control and collaborative practices,nothing specific,NA
Day 1,could be improved for the Version control and collaborative practices,nothing specific,NA
