session_name,question,response,course_name
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","No comments really, it was good",NA
Day 2,worked well for the Processing and joining datasets for cleaning,"Particularly enjoyed lerning about reduce and cause_when. I have bene using ifelse until now and when using many conditions, it gets confuisng and error prone. Really useful stuff.",NA
Day 2,could be improved for the Processing and joining datasets for cleaning,It's not the course's fault but I found the regex part confusing. It is a difficult topic to understand  and I think it could be given more time for a better explanation.,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",learning new functions,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",was very nice,NA
Day 2,worked well for the Processing and joining datasets for cleaning,brainstorming exercise was nice and new codes e.g. case_when comapred to if else,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,not sure,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals","Everything, especially the intermediate step in building your data set",NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","Maybe, force us more to put up questions.",NA
Day 2,worked well for the Processing and joining datasets for cleaning,It very well.,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"The tempo went suddenly a bit up, which made it difficult to follow in why we were doing the small changes in steps. But I think overall it was very well structured.",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",all worked well,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","sometimes, the session could have speed up a little",NA
Day 2,worked well for the Processing and joining datasets for cleaning,"until 9.5 all worked well, speed was good",NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"after 9.5 the session speed was too fast (or the day was too long, or the night was too short)",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",all good. good explanation through the course,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",no,NA
Day 2,worked well for the Processing and joining datasets for cleaning,good coding along.,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,too fast at the end and needed to slow down with maybe few explanations through the coding along,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",The reading material worked is very instructive,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",It was difficult to remember the final part of the day before. Maybe a short review should help to move forward.,NA
Day 2,worked well for the Processing and joining datasets for cleaning,The reading material worked is very instructive,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,Short time to execute some tasks.,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Functionals seem to be very useful. Instructions were clear.,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Nothing in particular I can think of.,NA
Day 2,worked well for the Processing and joining datasets for cleaning,It's quite easy to follow the step by step instructions by the instructor.,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"Exercise 9.3 made very little sense to me, as we hadn't really learned this yet and no one in the class figured it out. It became very hard very quick in the afternoon. I think there's too little repetition throughout the course. Learning requires repetition and I don't feel like there's much opportunity for this.",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",revision of previous functions,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Time increase,NA
Day 2,worked well for the Processing and joining datasets for cleaning,Exercises,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,Brain stoming,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",The nice figures to illustrate the functions,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",No suggestions,NA
Day 2,worked well for the Processing and joining datasets for cleaning,"Nice illustrations + brainstorming. It is very helpful to point out differences/situatios when to use certain functions (e.g., if else vs. case_when)",NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"Why duplication is the example is an issue, (day vs. sample column) was initially a bit unclear.",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Very applied and relevant. It can save you so much time in the future. I hope I can copy-paste it onto my own data,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",The roxygen skeleton needs further introduction and emphasis because it can seem redundant to write the code into this format when we are already documenting each step of the process by saving the code chunks,NA
Day 2,worked well for the Processing and joining datasets for cleaning,"The infographic nicely described what the program does in terms of the different types of joining datasets (left, right and full)",NA
Day 2,could be improved for the Processing and joining datasets for cleaning,It is difficult to see if everything has been joined in the right way. There does not seem to be a control function and you are unable to visually inspect the new joined dataset if you work with large datasets,NA
