session_name,question,response
Day 2,could be improved for the Networking Activities,"Half of the group left for other reasons, so maybe asking bigger groups?"
Day 2,could be improved for the Networking Activities,Maybe we didn't have to just talk about R?
Day 2,could be improved for the Networking Activities,"Not much, it was great!"
Day 2,could be improved for the Networking Activities,Nothing really
Day 2,could be improved for the Networking Activities,Nothing! More tuborg apparently?!
Day 2,could be improved for the Networking Activities,Questions to discuss
Day 2,could be improved for the Networking Activities,Shorter time for that
Day 2,could be improved for the Networking Activities,"Unfortunately, I wasn't able to make it"
Day 2,could be improved for the Networking Activities,Use R coding to co-play game/fun things etc
Day 2,could be improved for the Networking Activities,"Worked well, but more guidelines maybe."
Day 2,could be improved for the Networking Activities,You could provide heated jackets in this cold ;)
Day 2,could be improved for the Networking Activities,"because my group mates already know each other, I could not interact with them enough although I am a real extrovert person."
Day 2,could be improved for the Networking Activities,coffee
Day 2,could be improved for the Networking Activities,i think it was fine
Day 2,could be improved for the Networking Activities,nothing
Day 2,worked well for the A general approach to doing statistical analyses,"Again, the content seemed like the most useful topics to us were covered!"
Day 2,worked well for the A general approach to doing statistical analyses,Coding part explained very detail.
Day 2,worked well for the A general approach to doing statistical analyses,Concrete example
Day 2,worked well for the A general approach to doing statistical analyses,Discussing the model and then applying using the dataset we had
Day 2,worked well for the A general approach to doing statistical analyses,I think it was a very simplified way of explaining the models
Day 2,worked well for the A general approach to doing statistical analyses,It was a brief introduction today. Let's see tomorrow.
Day 2,worked well for the A general approach to doing statistical analyses,It was cool to be introduced to tinymodels and new ways of doing regression as I have never used this before
Day 2,worked well for the A general approach to doing statistical analyses,"So far it is very smooth, and simple to define models. Could reinforce adding code as a function, since it was very quick on Day 1."
Day 2,worked well for the A general approach to doing statistical analyses,So far it's a very interesting approach and I am looking forward to learn more.
Day 2,worked well for the A general approach to doing statistical analyses,"We only just began, so hard to say. But seems very transferable to daily work"
Day 2,worked well for the A general approach to doing statistical analyses,Worked well.
Day 2,worked well for the A general approach to doing statistical analyses,adding relevance to the pipeline
Day 2,worked well for the A general approach to doing statistical analyses,easily understandable
Day 2,worked well for the A general approach to doing statistical analyses,everything worked good
Day 2,worked well for the A general approach to doing statistical analyses,explanation and exercises
Day 2,worked well for the A general approach to doing statistical analyses,"i think the beginning went very well, with a clear explanation of the different packages to be used, and briefly going over modelling in general etc."
Day 2,worked well for the A general approach to doing statistical analyses,the analogies and the workflow to explaining the concepts
Day 2,worked well for the A general approach to doing statistical analyses,very usable - more time to this session
Day 2,worked well for the A general approach to doing statistical analyses,we have not done it yet
Day 2,worked well for the Creating automatic analysis pipelines,A lot of code along
Day 2,worked well for the Creating automatic analysis pipelines,Amazing to know about these tools that help so much with automating our workflows. Will definitely aim to use it daily
Day 2,worked well for the Creating automatic analysis pipelines,Everything work smoothly
Day 2,worked well for the Creating automatic analysis pipelines,Gives a nice workflow for future data handling
Day 2,worked well for the Creating automatic analysis pipelines,I really enjoyed spending so much time coding along and making functions
Day 2,worked well for the Creating automatic analysis pipelines,It all worked well.
Day 2,worked well for the Creating automatic analysis pipelines,"Targets was completely new for me, and was introduced in a straightforward manner."
Day 2,worked well for the Creating automatic analysis pipelines,The coding along was good. Good tempo.
Day 2,worked well for the Creating automatic analysis pipelines,"The pace for speed of going through material, very easy to follow"
Day 2,worked well for the Creating automatic analysis pipelines,The session covered some really useful content!
Day 2,worked well for the Creating automatic analysis pipelines,Visuals
Day 2,worked well for the Creating automatic analysis pipelines,exercises
Day 2,worked well for the Creating automatic analysis pipelines,"if not all, then most of it worked well. And if any problems they were quickly solved. Very nice to get hands on the how to make functions work in a pipeline"
Day 2,worked well for the Creating automatic analysis pipelines,new concept really well explained
Day 2,worked well for the Creating automatic analysis pipelines,targets session was good
Day 2,worked well for the Creating automatic analysis pipelines,the code-along (and including the functions as a reminder from the intermediate course!)
Day 2,worked well for the Creating automatic analysis pipelines,the structure of the session was well done
Day 2,worked well for the Creating automatic analysis pipelines,the tempo for the code along were nice. Everyone seemed to catch on much quicker than yesterday.
Day 2,worked well for the Creating automatic analysis pipelines,well designed! Coding part explained very in detail
Day 2,worked well for the Networking Activities,Being able to walk
Day 2,worked well for the Networking Activities,Going for a walk
Day 2,worked well for the Networking Activities,Great to get outside! :D
Day 2,worked well for the Networking Activities,It was great to get some fresh air before the next session! Great idea to have us go for a walk instead of discuss things in the venue.
Day 2,worked well for the Networking Activities,It was nice to have a session where we can go for a walk and discuss
Day 2,worked well for the Networking Activities,It was really nice to go out for a walk after lunch and not just sit there - kudos to that!
Day 2,worked well for the Networking Activities,It was very refreshing and nice way to network with others
Day 2,worked well for the Networking Activities,Love it
Day 2,worked well for the Networking Activities,Nice to walk outside.
Day 2,worked well for the Networking Activities,Super nice with a walk outside
Day 2,worked well for the Networking Activities,"Unfortunately, I wasn't able to make it"
Day 2,worked well for the Networking Activities,Very cozy!
Day 2,worked well for the Networking Activities,Was nice.
Day 2,worked well for the Networking Activities,browsing around with local people was nice
Day 2,worked well for the Networking Activities,it was a good networking session
Day 2,worked well for the Networking Activities,"it was nice being outside and walking around, so you dont get completely tired after lunch."
Day 2,worked well for the Networking Activities,nice to chat informally with new people
Day 2,worked well for the Networking Activities,nice with a walk after lunch.
Day 2,worked well for the Networking Activities,one of the most important session
