session_name,question,response
"Day 2, morning",could be improved for,"It was initially unclear to me why we needed to add: tar_target(        name = file,        command = ""data/lipidomics.csv"",        format = ""file""    ),to the pipeline until it was discussed further. Maybe a better description of what this is actually doing would clarify this."
"Day 2, morning",could be improved for,Maybe a bit quicker progression if possible
"Day 2, morning",could be improved for,Nothing
"Day 2, morning",could be improved for,Nothing in my opinion.
"Day 2, morning",could be improved for,The session felt a bit slow with some long waiting times.
"Day 2, morning",could be improved for,"The targets concept is quite complicated. If time is left, maybe re-reiterate the concepts. Especially I gpt a bit lost in the thinking behind the codes that link the targets script to the quarto doc."
"Day 2, morning",could be improved for,a few more breaks are needed!
"Day 2, morning",could be improved for,"not really, but maybe specify that R studio should be a version released > 2023"
"Day 2, morning",could be improved for,nothing really
"Day 2, morning",could be improved for,sometimes it was not very easy to follow *why* we were doing what we were doing instead just following the instructions
"Day 2, morning",could be improved for,"take more time to explain: what we are going to do and why we do it, as we move on from each section"
"Day 2, morning",could be improved for,would be cool to see an example of a bigger project that have used targets
"Day 2, morning",worked well for,Fine instructions
"Day 2, morning",worked well for,I learned a lot. It was well put together
"Day 2, morning",worked well for,"I really liked the structure of this session, and how we narrowed it down gradually!"
"Day 2, morning",worked well for,"I think overall the session worked quite well, and the concepts and use of targets was fairly well explained"
"Day 2, morning",worked well for,"It was all very good. Especially the end, where I understood how it worked and what it does."
"Day 2, morning",worked well for,"Learning about targets package, creating pipelines and understanding how efficient these pipelines could be"
"Day 2, morning",worked well for,"Once we are able to visualize the network, the rationale for using targets really made sense to me."
"Day 2, morning",worked well for,"Roger is engaging and fun and moves at a good pace, and stays calm when something goes wrong."
"Day 2, morning",worked well for,The coding along is always very helpful and the reading taks as well
"Day 2, morning",worked well for,The repetition of making functions.
"Day 2, morning",worked well for,The topic that we covered was very interesting!The instructor did a great job and was engaging during all the session.
"Day 2, morning",worked well for,The visualization with tar_visnetwork() to show how target works
"Day 2, morning",worked well for,Very useful workflow!Changed my view on how to construct my analysis pipelines.
"Day 2, morning",worked well for,code along
"Day 2, morning",worked well for,"good pace. Great to see the end. A ""la reveal magnifico"""
"Day 2, morning",worked well for,interactive sessions
"Day 2, morning",worked well for,targets worked nice when it finally worked.
"Day 2, morning",worked well for,very cool introduction for targets
