session_name,question,response
Day 3,could be improved for the group project assignment,I think everyone should do all the steps. I felt lost many times during the first part when we had to download the package. But overall very great.
Day 3,could be improved for the group project assignment,I think it will be helpful to carry out teh donwlaoding of the data part the day before so  the teams have time to look over the data and spend more time today on working
Day 3,could be improved for the group project assignment,Improved
Day 3,could be improved for the group project assignment,Making the repository on Github ourselves
Day 3,could be improved for the group project assignment,Maybe a little bit more time to have something more detailed and logical.
Day 3,could be improved for the group project assignment,"Maybe a little too short time so get much done, since it can take some time just to figure out what to do with data - maybe half an hour could be allocated on day 1 and 2, just to get familiar with the data in a way that corresponds to what you've learned that day."
Day 3,could be improved for the group project assignment,"Maybe provide a smaller and more tidy dataset, so we don't use a lot of time on this (we can do that at home)"
Day 3,could be improved for the group project assignment,More clear instructions and suggest to follow the steps that are in the book from the beggining.
Day 3,could be improved for the group project assignment,None
Day 3,could be improved for the group project assignment,Not to much time to accomplish the activity.
Day 3,could be improved for the group project assignment,Pre-establishing what files and tasks should be performed. Creativity takes time and that is out of course focus.
Day 3,could be improved for the group project assignment,The data cleaning requires more experience before we are able to clean it properly and also more time to be familiar with the data. We were a bit confused when the instructors did not follow what was written on the website.
Day 3,could be improved for the group project assignment,"The start procedure. Maybe it could be describe a little better. Maybe made an easier dataset, so you don not waist time to understand it."
Day 3,could be improved for the group project assignment,We quickly choose the zika dataset and later realized that it was a mistake. The options in the dataset were limited and we spent too much time on deciding the potential plot/table we want to go for. Trying to reproduce data from published papers with simple analyses could be tested also.
Day 3,could be improved for the group project assignment,Would maybe be fun to start up on day 2 setting up the markdowm and looking at the data etc for an hour and the day 3 we make the asignment.
Day 3,could be improved for the group project assignment,short time
Day 3,could be improved for the group project assignment,the data sheet was confusing
Day 3,could be improved for the group project assignment,was great
Day 3,worked well for the Data visualization,"Being shown the different ways to plot the data, and number of variables we can/should include"
Day 3,worked well for the Data visualization,"Creating tables, graphs using ggplot and all that was taught in the class"
Day 3,worked well for the Data visualization,Data visualation did go pretty well. I enjoyed almost all part of it due to the need that I will have to this part in my career.
Day 3,worked well for the Data visualization,Examples of various types of data
Day 3,worked well for the Data visualization,Graphs look nice. Very good text and description on the webside.
Day 3,worked well for the Data visualization,"I found this section one of the most useful for my research, since I often need to probe 'omics data in many different ways. It was fairly detailed, showing types of data/graphs, themes, customisation etc."
Day 3,worked well for the Data visualization,"It was a great session, usually I have found pieces of code in google to plot some data and I never completely understood what aes or geom meant. With today's session I learned how to effectively use ggplot :)"
Day 3,worked well for the Data visualization,It was super interesting and usefull.
Day 3,worked well for the Data visualization,It was the most fun and relateable session. Luke did a great job. Many times during this session I thought: this is the best course ever!
Day 3,worked well for the Data visualization,It was very nice to get to try out different ways of visualizing the data. It was good that we spent a lot of time on this and was shown many ways to alter and play around with the figures.
Day 3,worked well for the Data visualization,"Once again, the code-along approach"
Day 3,worked well for the Data visualization,"Rally nice to create different types of graphs, and to talk about some dos and dont's when making figures."
Day 3,worked well for the Data visualization,Really good to try different types of plots and get a quick overview.
Day 3,worked well for the Data visualization,The code-along
Day 3,worked well for the Data visualization,The examples used were easy to understand and follow the codes.
Day 3,worked well for the Data visualization,"The tempo was great, not too slow or too fast."
Day 3,worked well for the Data visualization,Very nice interaction and organization.
Day 3,worked well for the Data visualization,Very nice that you go through so many different types of graphs and how you build the layers with ggplot
Day 3,worked well for the Data visualization,code along was nice
Day 3,worked well for the Data visualization,"code along, different themes, touching different aspects of the ggplot2"
Day 3,worked well for the Data visualization,everything
Day 3,worked well for the Data visualization,graphs
Day 3,worked well for the Data visualization,nice content and examples
Day 3,worked well for the Data visualization,working along with the instructorwas helpful and that let me build a final cheet sheet of my own
Day 3,worked well for the group project assignment,A good idea to finish the course with hands-on assignments
Day 3,worked well for the group project assignment,"Distributing tasks, Merging the R markdown file and pulling and pushing files into and from Git."
Day 3,worked well for the group project assignment,Experimenting with R and Git
Day 3,worked well for the group project assignment,"Giving us the opportunity to go from beginning to end. Practice collaborating, merging the docs and actively engaging with GitHub."
Day 3,worked well for the group project assignment,"Having an instructor attached to the group, and having someone to discuss things with"
Day 3,worked well for the group project assignment,High quality of reading material.
Day 3,worked well for the group project assignment,I think it was a good assignment and good opportunity to practice and apply what we've learnt.
Day 3,worked well for the group project assignment,I think it was the most important part of the course. It was great to put everything we learned to test. I really enjoyed it.
Day 3,worked well for the group project assignment,"Instructions were very clear, support was provided when necessary."
Day 3,worked well for the group project assignment,It was great opportunity to talk with the rest of the group and get an idea of how much people have learned from the course. It was an amazing and inspiring experience.
Day 3,worked well for the group project assignment,It was nice trying to do it yourself.
Day 3,worked well for the group project assignment,"Nice to get some data to work with yourself, so you can an idea of the problems you will encounter when working with your own data"
Day 3,worked well for the group project assignment,"Nice with group work! Very useful, because you discuss things"
Day 3,worked well for the group project assignment,"That was also very good, I could also learn things from my groupmates"
Day 3,worked well for the group project assignment,The guidance from the  instructors was good
Day 3,worked well for the group project assignment,To have a group assignment at the end of the course was good.
Day 3,worked well for the group project assignment,Trying out what we have learned on a dataset
Day 3,worked well for the group project assignment,Trying to do everything from scratch. Would maybe be fun to start up on day 2 setting up the markdowm and looking at the data etc for an hour and the day 3 we make the asignment.
Day 3,worked well for the group project assignment,We could help each other out.
Day 3,worked well for the group project assignment,good to try to stand on your own feet
Day 3,worked well for the group project assignment,interaction
Day 3,worked well for the group project assignment,practice visualising a dataset and see the result of collaboration in R
Day 3,worked well for the group project assignment,the group discussion and brainstorming and having one member to code and others to google or search from the reading materials
Day 3,worked well for the group project assignment,working in a group was nice and seeing the power of github.
