session_name,question,response,course_name
"Day 2, afternoon",could be improved for,"Would be nice to get an overview of what we want to do in the end with our analysis. It is also likely I missed it - if so, disregard.",Advanced
"Day 2, afternoon",worked well for,creating model workflows was quite informative,Advanced
"Day 2, afternoon",could be improved for,not much,Advanced
"Day 2, afternoon",worked well for,Nice to learn the tidy way to do models,Advanced
"Day 2, afternoon",could be improved for,This was a long day.,Advanced
"Day 2, afternoon",worked well for,the flow work well,Advanced
"Day 2, afternoon",could be improved for,a bit of more time projecting the functions before execution,Advanced
"Day 2, afternoon",worked well for,Coding along was definetly a great help,Advanced
"Day 2, afternoon",could be improved for,no comments,Advanced
"Day 2, afternoon",worked well for,It all worked well,Advanced
"Day 2, afternoon",could be improved for,"Nothing. I still need to figure out how to apply this to my own data, but I guess that is just time and going home and looking at my own data",Advanced
"Day 2, afternoon",worked well for,"good, really good!",Advanced
"Day 2, afternoon",could be improved for,"it was a liitle littlebit insane with the piping inside the function, but I guess it works!",Advanced
"Day 2, afternoon",worked well for,I think the content is extremely useful.,Advanced
"Day 2, afternoon",could be improved for,The code-along is a little slow for me and I was very far ahead.,Advanced
"Day 2, afternoon",worked well for,Good pace,Advanced
"Day 2, afternoon",could be improved for,"I think it was so very confusing, repetitive and to some degree hard to follow why we did things. It was also kinda unstructured, as we did stuff we previously haven't done..",Advanced
"Day 2, afternoon",worked well for,I think the session was kept on time which I can appreciate,Advanced
"Day 2, afternoon",could be improved for,"I think this session moved a bit too fast, and there were very few instances where I was allowed to catch up after an error. Additionally I think this module was mabye a bit to spesific, and I didnt feel like it introduced general principles on how produce reproducible pipelines in R!",Advanced
"Day 2, afternoon",worked well for,the figure flows were informative together with the instructions,Advanced
"Day 2, afternoon",could be improved for,a lot of type along,Advanced
"Day 2, afternoon",worked well for,I think the concept of running the models in a pipeline is good.,Advanced
"Day 2, afternoon",could be improved for,"It wasn't obvious to me how to access the model object itself to use it further (e.g., get estimated means)",Advanced
"Day 2, afternoon",worked well for,Code along - explaining what we do and why we do it,Advanced
"Day 2, afternoon",could be improved for,"sometimes it went a bit fast - we went abit back and forth with creating the lipidomics_wide dataframes for analysis, and creating functions for the for the analysis, so that was a bit confusing",Advanced
"Day 2, afternoon",worked well for,The pace,Advanced
"Day 2, afternoon",worked well for,I think it was a very relevant example of a workflow,Advanced
"Day 2, afternoon",could be improved for,"It went a little too fast to properly understand what we were doing - we seemed to do several things twice? Maybe more time for this session would be good, as this is definately so usable and it's really a shame to miss out on the understanding because the tempo is a little fast. Also, maybe some more assignments to compliment the code-along?",Advanced
"Day 2, afternoon",worked well for,"The topic covered was very interesting and useful, also very well explained.",Advanced
"Day 2, afternoon",could be improved for,Tidymodels is initially complex to understand for people that never used it. I think it might help to share some figures/flow-chart to have an overview of how it works.,Advanced
"Day 2, afternoon",worked well for,Kinda got an understanding of how workflows can be used. Less issues with missing packages than previous session.,Advanced
"Day 2, afternoon",could be improved for,"It would have been nice with a better visual overview of what we were doing, to be able to refer to where in the process we were. Especially when the session is in the afternoon. Very confusing to keep writing the code in the qmd and then converting to function in functions.R, then testing function in qmd, because it happened so many times. Is it needed to keep writing the code in the qmd before converting to a function every time? Was it done to show the ""standard"" workflow, or is this a requirement before writing a function? I lost track of the overall goal and felt like I was going in circles.",Advanced
