session_name,question,response,course_name
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","Honestly, don't have much idea since I am a beginner.",NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",very useful info,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",I think before starting coding we can give a general overview of the objective that we are trying to do with the steps we are performing in the code.,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",I like this session we code much more. Really nice to see how easy it is to make a function,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Variety in the examples of what we can do with functions.,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",One thing that come also for the beginner course is to have the name of the package (package::) in front of every function. The problem with not knowing the name of the package is that it is more difficult to know what could be done with other functions in the same package. I had trouble to find info for my own coding at least.,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Good exercises to practice on my own,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Some code along parts were a bit fast as my own project was not set exactly as the presenter (example: no file functions.R created),NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",It is very useful and could save a lot of time if you make the function more advanced. The explanations were easy to follow,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","maybe better than the same function 4 times, we could practise with 2 or 3 functions ( Maybe one for importing, one for joining dataframes, one for plotting).",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals","Functions  section works very good, I enjoyed this pace a lot better",NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",All good!,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",It was clearly presented and we got good support,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",It was well organized,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",It work well it was clear and useful,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","It work well it was clear and useful, good discussion",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Good amount of info given,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Could be a bit more detailed (and in simpler terms) explanation of each of the parts of the function,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",all of it,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",a bit higher tempo or additional exercises for advanced users,NA
Day 2,worked well for the Processing and joining datasets for cleaning,Na,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",It was really useful information and the code alongs parts were really useful.,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","More examples on how to use map, maybe discussing more how it can be used in common settings like linear models, etc.",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Good instructions,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",A bit to short of time sometimes for exercises. A bit to short of time if something isnt working.,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals","I think it is pretty useful but I can not say I am completely get into that. I need to repeat and study on my own, prior to ask questions to you :) Thanks.",NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Not for your improvement but I need to repeat myself to digest some of the issues.,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Everything (including a bit more complex excercises which were very much fun to go through),NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Nothing,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Interesting topic and easy to get into.,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",It was nice to learn this and actually reflect on loops.,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","I lost a bit the description of way of thinking when we develop the code. It was more a reading of what we should write. It was very neat today but I have less ideas on how I can improve my own code (for instance, actually transforming a for loop into functional)",NA
