session_name,question,response
"Day 3, morning",worked well for,Nice presentations and now the use of use and functional programming makes more sense
"Day 3, morning",worked well for,Nice with copy pasting a lot when making functions and not writing everything from scratch.
"Day 3, morning",worked well for,The code-alongs
"Day 3, morning",worked well for,The codealong. I enjoyed the excercises where i could practice on my own.
"Day 3, morning",worked well for,The excercises were well designed
"Day 3, morning",worked well for,The instructions were clear with a good pace and it all kind of tied together.
"Day 3, morning",worked well for,"The pace was quite nice. It was also very helpful that we went over the information from yesterday, and kind of talked our way into the multiple analyses at once. It provided a nice transition."
"Day 3, morning",worked well for,The things we learned yesterday make more sense why they are smart today.
"Day 3, morning",worked well for,The usual
"Day 3, morning",worked well for,"Things are coming together now, and the familiarity helps clarify a lot of the steps"
"Day 3, morning",worked well for,This was for me the most logical session so far. It felt like a nice synthesis of the previous sessions. I really liked the mix of code-along and individual exercises. For me getting the chance to practice in the exercises gives me more confidence that I could figure some of this out on my own after the course ends.
"Day 3, morning",worked well for,"Very good pace, easy to follow and many exercises where you have to think more yourself"
"Day 3, morning",worked well for,"clear instruction, went smooth"
"Day 3, morning",worked well for,lots of coding but easy to follow the exercises due to the guidelines/framework
"Day 3, morning",worked well for,nice to put it all together.
"Day 3, morning",worked well for,"putting everything together, visualizing results"
"Day 3, morning",worked well for,the session was excellent. thank you!
End of course,could be improved for the Networking Activities s,"End in a more plenary way, maybe by checking some of the projects. Now, people are leaving random and some partners are gone so they cannot finalize the group work. Maybe have groups of 3 and work towards a more final (smaller) product. Time was a bit short for the project work."
End of course,could be improved for the Networking Activities s,"I think it would be nice to ""save"" the time for a longer brake in another timeslot, since we just had have a long brake during lunch."
End of course,could be improved for the Networking Activities s,It would be nice to have the questions in the end of the modules. We didnt really end up looking at them-
End of course,could be improved for the Networking Activities s,"Longer time for discussion and walk and talk, maybe 20 min."
End of course,could be improved for the Networking Activities s,Maybe a little more time.
End of course,could be improved for the Networking Activities s,Maybe some handouts with more detailed things to do could be nice sometimes - but not entirely necessary. It was fine
End of course,could be improved for the Networking Activities s,"There could be some ""recommended walks"" or other activities."
End of course,could be improved for the Networking Activities s,Nothing
End of course,could be improved for the Networking Activities s,maybe something in a bigger group of people
End of course,worked well for the Networking Activities s,Great to have them after lunch and go for a walk outside. The topics to discuss were great too.
End of course,worked well for the Networking Activities s,I loved the workflow we created. I hope I can implement it now for all my projects.
End of course,worked well for the Networking Activities s,"It is quite nice to get outside for some fresh air, and have the opportunity to get to know each other a bit."
End of course,worked well for the Networking Activities s,It was nice to be matched with different people on the different days to get to know what others do and what are their challenges
End of course,worked well for the Networking Activities s,It was nice to get to know the other people a bit talking about something lighter.
End of course,worked well for the Networking Activities s,It was nice to have a brake to get fresh air.
End of course,worked well for the Networking Activities s,It was nice to have these.
End of course,worked well for the Networking Activities s,"Nice to get to know new people, mostly we just talked about each others projects, and not so much about the questions."
End of course,worked well for the Networking Activities s,You got to know eachother
End of course,worked well for the Networking Activities s,nice with fresh air and chat about motivations for code
End of course,worked well for the Networking Activities s,Going out and walking a bit after lunches is a great idea. The suggested topics to discuss were sensible.
