session_name,question,response
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","Easy to follow, works very well with all the code in the online material."
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Everything worked well :)
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Having the detailed code along and exercises to then test what we just learned.
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",It has been great
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","It was a super great introduction, it really made a deep and good understanding, and the code along was excellent"
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",It worked well that every code was written on the big screen so that it was possible to follow along
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Mix between introduction and exercises
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Nice step-by-step walk-through
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Nice with the code-along. Easy to get help when needed.
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Post-its for help worked well
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",The code-alongs are a good format
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",The coding along makes much more easier to understand the teaching received
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",The pace was really good and easy to follow. I did not feel like I got lost a single time
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",The setup and the workflow was pretty clear
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",We went nice and slowly most of the time.
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",a lot of hands-on
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Easy to follow.
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Everything worked well :)
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Great that we can find all the code online. Makes it faster and easier to code-along, and check you own coding."
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Hands-on with real data, simple code, fast, clear."
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",It highlighted the interplay between the markdown and the scripts really well and showed how useful it can be
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",It was SO great to learn to do the functions!
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",It was nice to learn about the function and map functions. Exercises are good to practise the theory.
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Learning how to make functions then functionals, as well as map"
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Mix between introduction and exercises
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Nice step-by-step walk-through
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",The examples and explanations were clear and the corresponding exercises were helpful.
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",The exercises were good to practice the skills independently
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",The same as above
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",We got exposure to many packages/functions etc. so it was great to see what is possible in R Studio
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Worked well. Good skills to have for the future.
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Writing functions was very motivating  and I really liked to see that I can write my own functions for a particular analysis.
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",everything and especially the excercises
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",same as above
