session_name,question,response,course_name
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","I think there was too much time for exercises or maybe just a need for additional exercises, for the people who do not have too many problems",NA
Day 2,worked well for the Processing and joining datasets for cleaning,Important subject about pivoting.,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"Maybe a bit too many details on the pivoting functions and too little practical exercise. In my experience pivoting can cause a loot of problems, that you usually do not think about until they occur.",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",The concepts were clearly explained with examples,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",More exercises might be interesting,NA
Day 2,worked well for the Processing and joining datasets for cleaning,Very useful concepts explained nicely with examples,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,Nothing that I can think of now,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",It was really nice to experience that we 'wrapped the work up' - it somehow gave an overview of what we had been doing.,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","Maybe I felt like I needed information on how to use everything as documentation for others - like if we should link or refer to our statistics in a paper, how would we do that? Would it be with a R markdown file?",NA
Day 2,worked well for the Processing and joining datasets for cleaning,We did not have much time but it was nice that Luke went through everything quickly,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,If the course was prolonged with another day then maybe we would have more energy to follow along and complete all the steps.,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals","Very simple and concise way of teaching the concept, especially regular expressions. I never knew that you could export data as a ready R-data file, so it was great to know that that is possible.",NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",A lot of the code-along section did not specify arguments. I would prefer to get them defined the first time when using them.,NA
Day 2,worked well for the Processing and joining datasets for cleaning,Worked very well overall.,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,Dont know.,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals","Combining different data frames together, wrangling data into a final form and generating a framework to do that was very beneficial for me.",NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","I think this session was intense. I feel that, after this session we all become tired and could not focus well to the next session.",NA
Day 2,worked well for the Processing and joining datasets for cleaning,Coding along worked very well.,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"It think this session was very important but it was difficult for me to focus after the first session of the day. May be with additional exercises, this session can be performed on an extra day for the intermediate course.",NA
