course_version,id,statement,response
1,ae51d57a2f,I think there was a good mix of learning activities that encouraged my active participation,Agree
1,ae51d57a2f,I think the content on the website clearly communicated the concepts,Strongly agree
1,ae51d57a2f,I think the instructors clearly communicated the concepts,Agree
1,ae51d57a2f,I think there was good alignment between the learning activities,Agree
1,ae51d57a2f,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
1,ae51d57a2f,"In general, I think this is a good course",Strongly agree
1,482db8726a,I think I learned a lot from this course,Strongly agree
1,482db8726a,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,482db8726a,I think the content on the website clearly communicated the concepts,Agree
1,482db8726a,I think the instructors clearly communicated the concepts,Agree
1,482db8726a,I think there was good alignment between the learning activities,Strongly agree
1,482db8726a,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Neutral
1,482db8726a,"In general, I think this is a good course",Strongly agree
1,b177416957,I think I learned a lot from this course,Strongly agree
1,b177416957,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,b177416957,I think the content on the website clearly communicated the concepts,Strongly agree
1,b177416957,I think the instructors clearly communicated the concepts,Strongly agree
1,b177416957,I think there was good alignment between the learning activities,Strongly agree
1,b177416957,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
1,b177416957,"In general, I think this is a good course",Strongly agree
1,2a580af019,I think I learned a lot from this course,Agree
1,2a580af019,I think there was a good mix of learning activities that encouraged my active participation,Agree
1,2a580af019,I think the content on the website clearly communicated the concepts,Agree
1,2a580af019,I think the instructors clearly communicated the concepts,Agree
1,2a580af019,I think there was good alignment between the learning activities,Agree
1,2a580af019,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Neutral
1,2a580af019,"In general, I think this is a good course",Strongly agree
1,7ad492f0e5,I think I learned a lot from this course,Strongly agree
1,7ad492f0e5,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,7ad492f0e5,I think the content on the website clearly communicated the concepts,Strongly agree
1,7ad492f0e5,I think the instructors clearly communicated the concepts,Strongly agree
1,7ad492f0e5,I think there was good alignment between the learning activities,Strongly agree
1,7ad492f0e5,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
1,7ad492f0e5,"In general, I think this is a good course",Strongly agree
1,ade7ca3447,I think I learned a lot from this course,Strongly agree
1,ade7ca3447,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,ade7ca3447,I think the content on the website clearly communicated the concepts,Strongly agree
1,ade7ca3447,I think the instructors clearly communicated the concepts,Strongly agree
1,ade7ca3447,I think there was good alignment between the learning activities,Strongly agree
1,ade7ca3447,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
1,ade7ca3447,"In general, I think this is a good course",Strongly agree
1,e8430527c7,I think I learned a lot from this course,Strongly agree
1,e8430527c7,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,e8430527c7,I think the content on the website clearly communicated the concepts,Agree
1,e8430527c7,I think the instructors clearly communicated the concepts,Agree
1,e8430527c7,I think there was good alignment between the learning activities,Strongly agree
1,e8430527c7,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
1,e8430527c7,"In general, I think this is a good course",Agree
1,23f759d379,I think I learned a lot from this course,Strongly agree
1,23f759d379,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,23f759d379,I think the content on the website clearly communicated the concepts,Strongly agree
1,23f759d379,I think the instructors clearly communicated the concepts,Strongly agree
1,23f759d379,I think there was good alignment between the learning activities,Strongly agree
1,23f759d379,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
1,23f759d379,"In general, I think this is a good course",Strongly agree
1,aa31e11a55,I think I learned a lot from this course,Agree
1,aa31e11a55,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
1,aa31e11a55,I think the content on the website clearly communicated the concepts,Strongly agree
1,aa31e11a55,I think the instructors clearly communicated the concepts,Agree
1,aa31e11a55,I think there was good alignment between the learning activities,Agree
1,aa31e11a55,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
1,aa31e11a55,"In general, I think this is a good course",Strongly agree
1,88604bc8b2,I think I learned a lot from this course,Strongly agree
1,88604bc8b2,I think there was a good mix of learning activities that encouraged my active participation,Agree
1,88604bc8b2,I think the content on the website clearly communicated the concepts,Agree
1,88604bc8b2,I think the instructors clearly communicated the concepts,Strongly agree
1,88604bc8b2,I think there was good alignment between the learning activities,Agree
1,88604bc8b2,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
1,88604bc8b2,"In general, I think this is a good course",Strongly agree
