questions,responses
"In your opinion, what could be improved?",Maybe a bit confusing with all the links. Sometimes difficult to remember which section you were at.
"In your opinion, what could be improved?",Maybe some videos with explainations with audio.
"In your opinion, what could be improved?","My observation trying to learn programming and data analysis is that even as a beginner you require so much background knowledge to be able to follow even the simplest videos or instructions. Even though the material is easy to follow, there are always several links one has to click to read, to understand certain concepts and in those links, you find even more links for further reading. This makes it sometimes challenging to follow one specific task or material to its end and get back to exactly where you were and why you ended up on some page. A general beginner's guide could be provided for us beginners to study before starting with the pre-course material."
"In your opinion, what could be improved?",None
"In your opinion, what could be improved?",Not applicable.
"In your opinion, what could be improved?",Nothing
"In your opinion, what could be improved?",Nothing
"In your opinion, what could be improved?",Nothing so far
"In your opinion, what could be improved?","One thing I think is not great, is that the r3 help package cannot be dowloaded by the ""install.package(""r3"") command . It said that this package didn't work with my R-version."
"In your opinion, what could be improved?",So far so good
"In your opinion, what could be improved?",Some aspects were a bit jumpy in the sequence of doing things. Not a dealbreaker though
"In your opinion, what could be improved?","The output of the codes I was asked to run was different and much longer than the examples in the material, which confused me a bit. This could be handled by stating that it may look different (if that is the case)."
"In your opinion, what could be improved?","The part of installing R, Rstudio, ect.: A note on whether you just have to choose the recommended options in the installation guide."
"In your opinion, what could be improved?",The pre-course survey should be available earlier.
"In your opinion, what could be improved?",eventually small exercices
"In your opinion, what could be improved?",everything is fine
"In your opinion, what could be improved?",no
"In your opinion, what could be improved?",none
"In your opinion, what could be improved?",none
Please describe the problems you've had.,"> install.packages(""pak"")Installing package into ‘C:/Users/SriramThoppeRajendra/AppData/Local/R/win-library/4.3’(as ‘lib’ is unspecified)trying URL 'https://cran.rstudio.com/bin/windows/contrib/4.3/pak_0.7.1.zip'Content type 'application/zip' length 8623820 bytes (8.2 MB)downloaded 8.2 MB> install.packages(""tidyverse"")Installing package into ‘C:/Users/SriramThoppeRajendra/AppData/Local/R/win-library/4.3’(as ‘lib’ is unspecified)trying URL 'https://cran.rstudio.com/bin/windows/contrib/4.3/tidyverse_2.0.0.zip'Content type 'application/zip' length 430820 bytes (420 KB)downloaded 420 KB"
Please describe the problems you've had.,"I had trouble configuring the R-tools with my R-studio version. It was hard to get great information on how to configure this correctly. The R-environment was confusing to me, and it wasn't easy to configure with github."
Please describe the problems you've had.,I had trouble running Rtools - probably because R loaded the old version.
Please describe the problems you've had.,"The Git tab did not show up in my R studios, but I manage by making a new project"
Please describe the problems you've had.,"some problems in navigating order of downloads and tasks, especially with Git"
What do you expect to learn and what would you like to be able to do with what you've learned?,A better understanding of working with R and tools for my data analysis i R
What do you expect to learn and what would you like to be able to do with what you've learned?,How to use R to be able to use it for the statistical analysis in my ph.d.
What do you expect to learn and what would you like to be able to do with what you've learned?,I expect an introduction to R so that i can begin my journey in the world of data management and analysis.
What do you expect to learn and what would you like to be able to do with what you've learned?,I expect to learn about reproducibility and best practices that I can incorporate into my daily workflow
What do you expect to learn and what would you like to be able to do with what you've learned?,I expect to learn good practices for reproducible science and I want to make higher quality scripts and instructions for future users
What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to learn how to use basic R functionalities and how to use Git. As I come towards finalizing my Ph.D. project, a GitHub repository of the code used in the study should be deposited. As such, this course is of great importance for my project and future work."
What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to learn the basics of R, and learn how best to use it."
What do you expect to learn and what would you like to be able to do with what you've learned?,"I expect to learn to use Git, as well as a better understanding of working with tidyverse. Following the course I would like to be able to use what I learned when generating new data analysis workflows during my PhD, where I am going to do various kinds of data analysis in R."
What do you expect to learn and what would you like to be able to do with what you've learned?,I expect to learn what R is and how it works. Furthermore I hope to find out how I can include into my research.
What do you expect to learn and what would you like to be able to do with what you've learned?,"I general learn more about the basics and how to use reproducibility in practice as well as basic insights to the programs used in the course. I aim to use this, when analyzing my own research results."
What do you expect to learn and what would you like to be able to do with what you've learned?,"I hope to learn some ""good manners"" in programming and data analysis, and coding with R and other cool stuff."
What do you expect to learn and what would you like to be able to do with what you've learned?,"I learned R by watching online videos, reading articles, and finally attending some introductory courses. I used the knowledge in analyzing RNA-seq data, but I would not be able to replicate or reproduce the results. I hope this course will help me consolidate my knowledge of R and the field of data analysis in biomedical research."
What do you expect to learn and what would you like to be able to do with what you've learned?,"I want to improve my R-skills and get a basic understanding of how R works, so I can fix any issues that I might run into. I want to be able to mainly work independently on my analyses now and in my future carrier where I do not necessarily have R ""experts"" as colleagues."
What do you expect to learn and what would you like to be able to do with what you've learned?,I would like to be able to use R for data analyses and gain better skills in reproducible research
What do you expect to learn and what would you like to be able to do with what you've learned?,"I would like to learn more about R in general and how to use it, as it will help me to see new possibilities and projects in my current and future research environment. I hope to learn basic programming and data management in RStudio, and understand how to use different function in R.Having tried R in a small scale on fictive projects, i would like to learn how to use Scripts and Markdown to make my research more clear.I hope to learn basic illustration and graphs, and to become better at handling large amounts of data in a more suitable way. I hope to learn tips on better version control as my documents tends to accumulate with many numbers."
What do you expect to learn and what would you like to be able to do with what you've learned?,"I would like to learn the basic syntax used in R, and how to find and use the basic packages for data analysis and visualisation."
What do you expect to learn and what would you like to be able to do with what you've learned?,Independently perform simple data analysis and later self-learn more complex aspects
What do you expect to learn and what would you like to be able to do with what you've learned?,"Introduction to R as well as version control and reproducible research, and then implement that in my research projects"
What do you expect to learn and what would you like to be able to do with what you've learned?,Learn to use R for my data analysis and learn the basics. Be able to use what I have learned on my own data.
What do you expect to learn and what would you like to be able to do with what you've learned?,"Overall, to manage and analyse data more effectively and with strengthened reproducibility."
What do you expect to learn and what would you like to be able to do with what you've learned?,"To be able to fulfill my PhD project, and continue using data analysis further on (as an MD)"
What do you expect to learn and what would you like to be able to do with what you've learned?,"To gain insight in reproducible research and basic introduction to the use of R targeted to beginners.Also looking forward to the use of Github and ""version control"". The skills will be very useful since im doing a clinical trial with 200 patients and will have a large dataset."
What do you expect to learn and what would you like to be able to do with what you've learned?,To have proper R etiquette and to make my code version controlled and easier to manage
What do you expect to learn and what would you like to be able to do with what you've learned?,To learn how to consistent repreducible workflows with R - a better knowledge on how to write more smooth code and have a foundation to use R for more complex analysis.
What do you expect to learn and what would you like to be able to do with what you've learned?,learn and understand how to use R for data analyses
What do you expect to learn and what would you like to be able to do with what you've learned?,the next scientific project will already be fully analyzed with R
What do you expect to learn and what would you like to be able to do with what you've learned?,to learn more about version control and get better at setting git up for individual projects so I can keep a better track of changes/progress which would facilitate collaborative work. I would like to be able to apply them directly into my own research and data analysis
