session_name,question,response
Day 3,could be improved for the Quickly re-arranging data with pivots,It works perfect
Day 3,could be improved for the Quickly re-arranging data with pivots,"Not much, I liked the pace."
Day 3,could be improved for the Quickly re-arranging data with pivots,Nothing
Day 3,could be improved for the Quickly re-arranging data with pivots,Ot was fine
Day 3,could be improved for the Quickly re-arranging data with pivots,"Perhaps a bit more elaboration on the ""workflow"" of pivoting when summarizing and creating tables."
Day 3,could be improved for the Quickly re-arranging data with pivots,Perhaps some additional exercises with pivots to further understand the concept.
Day 3,could be improved for the Quickly re-arranging data with pivots,There could perhaps have been more examples
Day 3,could be improved for the Quickly re-arranging data with pivots,"Would be nice if you could find out and explain why ""-29"" shows up in the day-column - or at least inform participants that it could happen so they don't get confused.Explain why ungroup() isn't necessary when using group_by() in the functions here."
Day 3,could be improved for the Quickly re-arranging data with pivots,do a couple of excercises as assigments (to proactice mostly)
Day 3,could be improved for the Quickly re-arranging data with pivots,explanation of the last part of exercise 11.7 is a bit unclear.
Day 3,could be improved for the Quickly re-arranging data with pivots,more exercises
Day 3,could be improved for the Quickly re-arranging data with pivots,nothing really - day 3 was very good!! Thanks so much :)
Day 3,could be improved for the Quickly re-arranging data with pivots,session go-through
Day 3,could be improved for the Quickly re-arranging data with pivots,similar comment like for day 1 and day 2
Day 3,worked well for the Quickly re-arranging data with pivots,"All of it, essentially"
Day 3,worked well for the Quickly re-arranging data with pivots,Code alongs are just amazing
Day 3,worked well for the Quickly re-arranging data with pivots,Easy to follow
Day 3,worked well for the Quickly re-arranging data with pivots,Everything was fine
Day 3,worked well for the Quickly re-arranging data with pivots,Everything!! it was a really great and applicable session
Day 3,worked well for the Quickly re-arranging data with pivots,"Fine, I'm used to doing it with reshape, but this is easier"
Day 3,worked well for the Quickly re-arranging data with pivots,Fun session
Day 3,worked well for the Quickly re-arranging data with pivots,"Good online instructions, teachers help and explanations"
Day 3,worked well for the Quickly re-arranging data with pivots,Good session and exercises.
Day 3,worked well for the Quickly re-arranging data with pivots,Good with pictures on the webpage so I could see difference between longer and wider.
Day 3,worked well for the Quickly re-arranging data with pivots,It was fine
Day 3,worked well for the Quickly re-arranging data with pivots,Learning data structure-stuff and the speed.
Day 3,worked well for the Quickly re-arranging data with pivots,Nice explanation
Day 3,worked well for the Quickly re-arranging data with pivots,Nice with the example illustrations and explanations!
Day 3,worked well for the Quickly re-arranging data with pivots,Repeating what we learned is great
Day 3,worked well for the Quickly re-arranging data with pivots,The description of what pivots does
Day 3,worked well for the Quickly re-arranging data with pivots,The exercise was find.Good to see that you can use both pivot-longer and wider in one code.
Day 3,worked well for the Quickly re-arranging data with pivots,Very useful
Day 3,worked well for the Quickly re-arranging data with pivots,online material
Day 3,worked well for the Quickly re-arranging data with pivots,presentation about what next is very good in providing perspective how this fits in the data analysis workflow in a real life situation
